Envelope_Name_Corrected,Date,Elevation,Site,destBlockID,Treatment,Taxon,Individual_number,Leaf_number,Wet_Mass_g,Dry_Mass_g,Leaf_Thickness_1_mm,Leaf_Thickness_2_mm,Leaf_Thickness_3_mm,Leaf_Thickness_4_mm,Leaf_Thickness_5_mm,Leaf_Thickness_6_mm,Leaf_Thickness_Ave_mm,Leaf_Area_cm2,SLA_cm2_g,LDMC,StoichLabel,WetFlag,DryFlag,ThickFlag,AreaFlag,GeneralFlag,allComments
20160811_3500_M_MO_LOCAL_Parasenecio_latipes_3_3,2016-08-11,3500,M,MO,LOCAL,Parasenecio latipes,3,3,0.722,0.1375,0.323,0.538,0.279,NA,NA,NA,0.38,23.3271,169.65163636363636,0.1904432132963989,1544,,,,,,NA
20160811_3500_M_MO_LOCAL_Parasenecio_latipes_3_4,2016-08-11,3500,M,MO,LOCAL,Parasenecio latipes,3,4,1.051,0.194,0.335,0.682,0.37,NA,NA,NA,0.4623333333333334,30.2949,156.15927835051545,0.18458610846812562,1544,,,,,,NA
20160811_3500_M_MO_LOCAL_Parasenecio_latipes_3_5,2016-08-11,3500,M,MO,LOCAL,Parasenecio latipes,3,5,0.901,0.1576,0.332,0.314,0.736,NA,NA,NA,0.46066666666666667,23.1439,146.8521573604061,0.17491675915649277,1544,,,,,,NA
20160811_3500_M_MO_LOCAL_Parasenecio_latipes_4_1,2016-08-11,3500,M,MO,LOCAL,Parasenecio latipes,4,1,1.0405,0.1827,0.34,0.419,0.437,NA,NA,NA,0.39866666666666667,28.1362,154.00218938149973,0.17558865929841422,1545,,,,,,NA
20160811_3500_M_MO_LOCAL_Parasenecio_latipes_4_2,2016-08-11,3500,M,MO,LOCAL,Parasenecio latipes,4,2,0.8246,0.1491,0.355,0.489,0.504,NA,NA,NA,0.4493333333333333,25.2597,169.41448692152915,0.1808149405772496,1545,,,,,,NA
20160811_3500_M_MO_LOCAL_Parasenecio_latipes_4_3,2016-08-11,3500,M,MO,LOCAL,Parasenecio latipes,4,3,0.2296,0.0421,0.354,0.401,0.383,NA,NA,NA,0.37933333333333336,7.0381,167.17577197149643,0.1833623693379791,1545,,,,,,NA
20160811_3500_M_MO_LOCAL_Parasenecio_latipes_4_4,2016-08-11,3500,M,MO,LOCAL,Parasenecio latipes,4,4,0.5972,0.1035,0.372,0.392,0.471,NA,NA,NA,0.4116666666666667,17.7314,171.3178743961353,0.1733087742799732,1545,,,,,,NA
20160811_3500_M_MO_LOCAL_Parasenecio_latipes_4_5,2016-08-11,3500,M,MO,LOCAL,Parasenecio latipes,4,5,0.0444,0.0093,0.371,0.354,0.368,NA,NA,NA,0.36433333333333334,1.6197,174.16129032258064,0.20945945945945943,1545,,,,,,NA
20160811_3500_M_MO_LOCAL_Parasenecio_latipes_5_1,2016-08-11,3500,M,MO,LOCAL,Parasenecio latipes,5,1,1.01,0.1899,0.563,1.858,0.743,NA,NA,NA,1.0546666666666666,30.7086,161.7093206951027,0.18801980198019802,1546,,,,,,NA
20160811_3500_M_MO_LOCAL_Parasenecio_latipes_5_2,2016-08-11,3500,M,MO,LOCAL,Parasenecio latipes,5,2,0.755,0.1388,0.301,0.305,1.8,NA,NA,NA,0.802,21.7368,156.60518731988472,0.18384105960264902,1546,,,,,,NA
20160811_3500_M_MO_LOCAL_Parasenecio_latipes_5_3,2016-08-11,3500,M,MO,LOCAL,Parasenecio latipes,5,3,0.547,0.1038,0.374,0.471,1.008,NA,NA,NA,0.6176666666666667,18.0742,174.1252408477842,0.18976234003656306,1546,,,,,,NA
20160811_3500_M_MO_LOCAL_Parasenecio_latipes_5_4,2016-08-11,3500,M,MO,LOCAL,Parasenecio latipes,5,4,0.254,0.04667,0.252,0.241,0.304,NA,NA,NA,0.26566666666666666,8.8786,190.24212556245982,0.18374015748031497,1546,,,,,,NA
20160811_3500_M_MO_LOCAL_Parasenecio_latipes_5_5,2016-08-11,3500,M,MO,LOCAL,Parasenecio latipes,5,5,0.027,0.00481,0.28,0.253,0.261,NA,NA,NA,0.26466666666666666,0.9778,203.2848232848233,0.17814814814814814,1546,,,,,,NA
20160811_3500_M_MO_LOCAL_Plantago_major_1_1,2016-08-11,3500,M,MO,LOCAL,Plantago major,1,1,0.542,0.0785,0.404,0.247,0.222,NA,NA,NA,0.29100000000000004,13.4309,171.09426751592355,0.14483394833948338,1547,,,,,,NA
20160811_3500_M_MO_LOCAL_Plantago_major_1_2,2016-08-11,3500,M,MO,LOCAL,Plantago major,1,2,0.657,0.0965,0.448,0.273,0.235,NA,NA,NA,0.31866666666666665,15.0144,155.58963730569948,0.14687975646879756,1547,,,,,,NA
20160811_3500_M_MO_LOCAL_Plantago_major_1_3,2016-08-11,3500,M,MO,LOCAL,Plantago major,1,3,0.564,0.0925,0.665,0.301,0.321,NA,NA,NA,0.429,14.4503,156.21945945945947,0.16400709219858156,1547,,,,,,NA
20160811_3500_M_MO_LOCAL_Plantago_major_1_4,2016-08-11,3500,M,MO,LOCAL,Plantago major,1,4,0.572,0.0822,0.687,0.367,0.304,NA,NA,NA,0.45266666666666666,13.5054,164.2992700729927,0.1437062937062937,1547,,,,,,NA
20160811_3500_M_MO_LOCAL_Plantago_major_1_5,2016-08-11,3500,M,MO,LOCAL,Plantago major,1,5,0.504,0.0763,0.753,0.357,0.239,NA,NA,NA,0.44966666666666666,12.5342,164.27522935779817,0.1513888888888889,1547,,,,,,NA
20160811_3500_M_MO_LOCAL_Polygonum_cyandrum_1_1,2016-08-11,3500,M,MO,LOCAL,Polygonum cyanandrum,1,1,0.0052,8.2e-4,0.156,NA,NA,NA,NA,NA,0.156,0.3044,371.219512195122,0.1576923076923077,1548,,,,,,NA
20160811_3500_M_MO_LOCAL_Polygonum_cyandrum_1_2,2016-08-11,3500,M,MO,LOCAL,Polygonum cyanandrum,1,2,0.0094,0.00126,0.2,NA,NA,NA,NA,NA,0.2,NA,NA,0.13404255319148936,1548,,,,scan missing,,NA
20160811_3500_M_MO_LOCAL_Polygonum_cyandrum_1_3,2016-08-11,3500,M,MO,LOCAL,Polygonum cyanandrum,1,3,0.0027,0.00102,0.193,NA,NA,NA,NA,NA,0.193,0.2645,259.3137254901961,0.37777777777777777,1548,,,,,,NA
20160811_3500_M_MO_LOCAL_Polygonum_cyandrum_1_4,2016-08-11,3500,M,MO,LOCAL,Polygonum cyanandrum,1,4,0.0063,0.00156,0.162,0.137,0.155,NA,NA,NA,0.15133333333333335,0.4352,278.97435897435895,0.2476190476190476,NA,,,,,,NA
20160811_3500_M_MO_LOCAL_Polygonum_cyandrum_1_5,2016-08-11,3500,M,MO,LOCAL,Polygonum cyanandrum,1,5,0.0025,0.00211,0.146,0.22,0.21,NA,NA,NA,0.192,0.455,215.6398104265403,0.844,NA,,,,,,NA
20160811_3500_M_MO_LOCAL_Polygonum_cyandrum_2_1,2016-08-11,3500,M,MO,LOCAL,Polygonum cyanandrum,2,1,0.0093,0.00138,0.221,0.247,NA,NA,NA,NA,0.23399999999999999,0.4006,290.2898550724638,0.14838709677419357,1548,,,,,,NA
20160811_3500_M_MO_LOCAL_Polygonum_cyandrum_2_2,2016-08-11,3500,M,MO,LOCAL,Polygonum cyanandrum,2,2,0.0194,0.00134,0.224,NA,NA,NA,NA,NA,0.224,0.3649,272.3134328358209,0.06907216494845361,1548,,,,,,NA
20160811_3500_M_MO_LOCAL_Polygonum_cyandrum_2_3,2016-08-11,3500,M,MO,LOCAL,Polygonum cyanandrum,2,3,0.0195,0.00205,0.214,0.238,0.259,NA,NA,NA,0.237,0.6172,301.07317073170725,0.10512820512820514,1548,,,,,,NA
20160811_3500_M_MO_LOCAL_Polygonum_cyandrum_2_4,2016-08-11,3500,M,MO,LOCAL,Polygonum cyanandrum,2,4,0.0152,0.00221,0.207,0.217,0.235,NA,NA,NA,0.21966666666666665,0.7768,351.49321266968326,0.14539473684210527,1548,,,,,,NA
20160811_3500_M_MO_LOCAL_Polygonum_cyandrum_2_5,2016-08-11,3500,M,MO,LOCAL,Polygonum cyanandrum,2,5,0.0053,0.00215,0.192,0.27,0.18,NA,NA,NA,0.214,0.4999,232.51162790697674,0.4056603773584906,1548,,,,,,NA
20160811_3500_M_MO_LOCAL_Polygonum_cyandrum_3_1,2016-08-11,3500,M,MO,LOCAL,Polygonum cyanandrum,3,1,0.0101,0.00298,0.28,0.268,NA,NA,NA,NA,0.274,0.4598,154.29530201342283,0.2950495049504951,NA,,,,,,NA
20160811_3500_M_MO_LOCAL_Polygonum_cyandrum_3_2,2016-08-11,3500,M,MO,LOCAL,Polygonum cyanandrum,3,2,0.0148,0.00216,0.284,0.36,0.403,NA,NA,NA,0.349,0.7791,360.69444444444446,0.14594594594594595,NA,,,,,,NA
20160811_3500_M_MO_LOCAL_Polygonum_cyandrum_3_3,2016-08-11,3500,M,MO,LOCAL,Polygonum cyanandrum,3,3,0.0111,0.00218,0.215,0.204,0.262,NA,NA,NA,0.227,0.5703,261.60550458715596,0.1963963963963964,NA,,,,,,NA
20160811_3500_M_MO_LOCAL_Polygonum_cyandrum_3_4,2016-08-11,3500,M,MO,LOCAL,Polygonum cyanandrum,3,4,0.009,0.00165,0.326,0.3,NA,NA,NA,NA,0.313,0.5437,329.5151515151515,0.18333333333333335,NA,,,,,,NA
20160811_3500_M_MO_LOCAL_Polygonum_cyandrum_3_5,2016-08-11,3500,M,MO,LOCAL,Polygonum cyanandrum,3,5,0.0214,0.0027,0.243,0.215,0.241,NA,NA,NA,0.23299999999999998,1.0179,377,0.12616822429906543,NA,,,,,,NA
20160811_3500_M_MO_LOCAL_Polygonum_viviparum_1_1,2016-08-11,3500,M,MO,LOCAL,Persicaria vivipara,1,1,0.456,0.1018,0.212,0.214,0.196,NA,NA,NA,0.20733333333333334,18.6463,183.16601178781926,0.22324561403508772,1549,,,,,,NA
20160811_3500_M_MO_LOCAL_Polygonum_viviparum_1_2,2016-08-11,3500,M,MO,LOCAL,Persicaria vivipara,1,2,0.434,0.0913,0.191,0.21,0.2,NA,NA,NA,0.20033333333333334,16.398,179.60569550930995,0.21036866359447007,1549,,,,,,NA
20160811_3500_M_MO_LOCAL_Polygonum_viviparum_1_3,2016-08-11,3500,M,MO,LOCAL,Persicaria vivipara,1,3,0.163,0.0343,0.153,0.143,0.144,NA,NA,NA,0.14666666666666667,9.4717,276.14285714285717,0.21042944785276071,1549,,,,,,NA
20160811_3500_M_MO_LOCAL_Polygonum_viviparum_1_4,2016-08-11,3500,M,MO,LOCAL,Persicaria vivipara,1,4,0.272,0.0476,0.19,0.193,0.187,NA,NA,NA,0.19,9.0733,190.61554621848737,0.175,1549,,,,,,NA
20160811_3500_M_MO_LOCAL_Polygonum_viviparum_1_5,2016-08-11,3500,M,MO,LOCAL,Persicaria vivipara,1,5,0.097,0.0195,0.135,0.139,0.152,NA,NA,NA,0.14200000000000002,5.0125,257.05128205128204,0.20103092783505155,1549,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_1_1,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,1,1,0.356,0.1003,0.284,0.237,0.197,NA,NA,NA,0.23933333333333331,18.6326,185.76869391824528,0.2817415730337079,1550,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_1_2,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,1,2,0.238,0.0654,0.177,0.187,0.142,NA,NA,NA,0.16866666666666666,12.6667,193.6804281345566,0.2747899159663866,NA,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_1_3,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,1,3,0.334,0.088,0.171,0.172,0.204,NA,NA,NA,0.18233333333333332,16.724,190.04545454545456,0.26347305389221554,NA,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_1_4,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,1,4,0.269,0.0785,0.135,0.228,0.189,NA,NA,NA,0.184,14.2461,181.47898089171974,0.29182156133828996,NA,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_1_5,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,1,5,0.358,0.1009,0.281,0.339,0.277,NA,NA,NA,0.29900000000000004,18.0074,178.46778989098118,0.2818435754189944,NA,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_2_1,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,2,1,0.212,0.0603,0.15,0.174,0.14,NA,NA,NA,0.15466666666666667,11.7332,194.58043117744612,0.28443396226415096,NA,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_2_2,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,2,2,0.164,0.0461,0.209,0.149,0.228,NA,NA,NA,0.19533333333333333,8.031,174.20824295010846,0.2810975609756098,NA,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_2_3,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,2,3,0.174,0.0476,0.236,0.21,0.196,NA,NA,NA,0.214,8.891,186.78571428571428,0.27356321839080466,1551,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_2_4,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,2,4,0.161,0.0434,0.249,0.172,0.265,NA,NA,NA,0.22866666666666666,8.419,193.98617511520737,0.26956521739130435,1551,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_2_5,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,2,5,0.2081,0.0576,0.251,0.17,0.118,NA,NA,NA,0.17966666666666667,11.8409,205.57118055555554,0.276790004805382,1551,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_3_1,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,3,1,0.497,0.1435,0.176,0.293,0.157,NA,NA,NA,0.20866666666666667,25.9846,181.07735191637633,0.2887323943661972,1552,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_3_2,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,3,2,0.3142,0.0904,0.178,0.119,0.178,NA,NA,NA,0.15833333333333333,17.126,189.44690265486727,0.2877148313176321,1552,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_3_3,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,3,3,0.5603,0.1478,0.177,0.281,0.212,NA,NA,NA,0.22333333333333333,26.6039,179.99932341001355,0.26378725682669996,1552,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_3_4,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,3,4,0.4351,0.1082,0.419,0.321,0.181,NA,NA,NA,0.307,22.6323,209.1709796672828,0.24867846472075386,1552,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_3_5,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,3,5,0.3352,0.0939,0.216,0.178,0.181,NA,NA,NA,0.19166666666666665,17.0434,181.50585729499466,0.2801312649164678,1552,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_4_1,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,4,1,0.17,0.0538,0.219,0.261,0.17,NA,NA,NA,0.21666666666666667,11.2087,208.34014869888478,0.3164705882352941,1553,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_4_2,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,4,2,0.114,0.0364,0.162,0.131,0.135,NA,NA,NA,0.14266666666666666,7.8253,214.98076923076923,0.3192982456140351,1553,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_4_3,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,4,3,0.123,0.0358,0.216,0.198,0.108,NA,NA,NA,0.174,8.2304,229.89944134078212,0.2910569105691057,1553,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_4_4,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,4,4,0.033,0.01078,0.137,0.168,0.117,NA,NA,NA,0.14066666666666666,2.4792,229.98144712430428,0.32666666666666666,1553,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_4_5,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,4,5,0.161,0.049,0.175,0.237,0.252,NA,NA,NA,0.22133333333333333,10.6911,218.18571428571428,0.30434782608695654,1553,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_5_1,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,5,1,0.311,0.0831,0.262,0.113,0.27,NA,NA,NA,0.21500000000000002,13.4077,161.3441636582431,0.26720257234726685,1554,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_5_2,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,5,2,0.413,0.1225,0.319,0.286,0.268,NA,NA,NA,0.291,21.2927,173.81795918367348,0.2966101694915254,1554,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_5_3,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,5,3,0.365,0.1129,0.29,0.18,0.197,NA,NA,NA,0.22233333333333333,19.5279,172.9663418954827,0.3093150684931507,1554,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_5_4,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,5,4,0.362,0.0959,0.279,0.166,0.427,NA,NA,NA,0.2906666666666667,16.2945,169.91136600625651,0.2649171270718232,1554,,,,,,NA
20160811_3500_M_MO_LOCAL_Potentilla_leuconota_5_5,2016-08-11,3500,M,MO,LOCAL,Potentilla leuconota,5,5,0.296,0.0955,0.195,0.127,0.178,NA,NA,NA,0.16666666666666666,15.5296,162.61361256544504,0.32263513513513514,1554,,,,,,NA
20160811_3500_M_MO_LOCAL_Prunella_vulgaris_1_1,2016-08-11,3500,M,MO,LOCAL,Prunella vulgaris,1,1,0.051,0.0094,0.268,0.249,0.271,NA,NA,NA,0.26266666666666666,2.3907,254.32978723404253,0.1843137254901961,1555,,,,,,NA
20160811_3500_M_MO_LOCAL_Prunella_vulgaris_1_2,2016-08-11,3500,M,MO,LOCAL,Prunella vulgaris,1,2,0.05,0.0103,0.275,0.372,0.247,NA,NA,NA,0.298,2.4457,237.44660194174756,0.206,1555,,,,,,NA
20160811_3500_M_MO_LOCAL_Prunella_vulgaris_1_3,2016-08-11,3500,M,MO,LOCAL,Prunella vulgaris,1,3,0.045,0.0094,0.256,0.255,0.239,NA,NA,NA,0.25,2.3088,245.61702127659575,0.2088888888888889,1555,,,,,,NA
20160811_3500_M_MO_LOCAL_Prunella_vulgaris_1_4,2016-08-11,3500,M,MO,LOCAL,Prunella vulgaris,1,4,0.037,0.00587,0.378,0.219,0.23,NA,NA,NA,0.27566666666666667,1.982,337.64906303236796,0.15864864864864867,1555,,,,,,NA
20160811_3500_M_MO_LOCAL_Prunella_vulgaris_1_5,2016-08-11,3500,M,MO,LOCAL,Prunella vulgaris,1,5,0.049,0.009,0.237,0.273,0.234,NA,NA,NA,0.248,2.4536,272.6222222222222,0.18367346938775508,1555,,,,,,NA
20160811_3500_M_MO_LOCAL_Prunella_vulgaris_2_1,2016-08-11,3500,M,MO,LOCAL,Prunella vulgaris,2,1,0.048,0.00706,0.119,0.24,0.231,NA,NA,NA,0.19666666666666666,2.1616,306.1756373937677,0.14708333333333334,1556,,,,,,NA
20160811_3500_M_MO_LOCAL_Prunella_vulgaris_2_2,2016-08-11,3500,M,MO,LOCAL,Prunella vulgaris,2,2,0.045,0.00831,0.277,0.241,0.217,NA,NA,NA,0.245,2.2102,265.96871239470516,0.18466666666666667,1556,,,,,,NA
20160811_3500_M_MO_LOCAL_Prunella_vulgaris_2_3,2016-08-11,3500,M,MO,LOCAL,Prunella vulgaris,2,3,0.043,0.0084,0.325,0.222,0.238,NA,NA,NA,0.26166666666666666,2.1521,256.20238095238096,0.19534883720930232,1556,,,,,,NA
20160811_3500_M_MO_LOCAL_Prunella_vulgaris_2_4,2016-08-11,3500,M,MO,LOCAL,Prunella vulgaris,2,4,0.039,0.00812,0.303,0.208,0.249,NA,NA,NA,0.2533333333333333,2.0105,247.59852216748766,0.2082051282051282,1556,,,,,,NA
20160811_3500_M_MO_LOCAL_Prunella_vulgaris_3_1,2016-08-11,3500,M,MO,LOCAL,Prunella vulgaris,3,1,0.019,0.00378,0.165,0.182,0.202,NA,NA,NA,0.183,1.0794,285.55555555555554,0.19894736842105262,1557,,,,,,NA
20160811_3500_M_MO_LOCAL_Prunella_vulgaris_3_2,2016-08-11,3500,M,MO,LOCAL,Prunella vulgaris,3,2,0.022,0.00412,0.359,0.261,0.23,NA,NA,NA,0.2833333333333333,1.2492,303.20388349514565,0.1872727272727273,1557,,,,,,NA
20160811_3500_M_MO_LOCAL_Prunella_vulgaris_3_3,2016-08-11,3500,M,MO,LOCAL,Prunella vulgaris,3,3,0.022,0.00495,0.239,0.216,0.352,NA,NA,NA,0.269,1.117,225.65656565656565,0.22500000000000003,1557,,,,,,NA
20160811_3500_M_MO_LOCAL_Prunella_vulgaris_3_4,2016-08-11,3500,M,MO,LOCAL,Prunella vulgaris,3,4,0.027,0.00539,0.241,0.28,NA,NA,NA,NA,0.2605,1.2875,238.86827458256033,0.19962962962962963,1557,,,,,,NA
20160811_3500_M_MO_LOCAL_Rhodiola_yunnensis_1_1,2016-08-11,3500,M,MO,LOCAL,Rhodiola yunnanensis,1,1,0.033,0.00421,0.612,0.307,0.271,NA,NA,NA,0.39666666666666667,1.2252,291.02137767220904,0.12757575757575756,1558,,,,,,NA
20160811_3500_M_MO_LOCAL_Rhodiola_yunnensis_1_2,2016-08-11,3500,M,MO,LOCAL,Rhodiola yunnanensis,1,2,0.035,0.00344,0.402,0.36,0.32,NA,NA,NA,0.3606666666666667,1.4216,413.25581395348837,0.09828571428571427,1558,,,,,,NA
20160811_3500_M_MO_LOCAL_Rhodiola_yunnensis_1_3,2016-08-11,3500,M,MO,LOCAL,Rhodiola yunnanensis,1,3,0.031,0.0033,0.217,0.269,NA,NA,NA,NA,0.243,1.3063,395.8484848484849,0.1064516129032258,1558,,,,,,NA
20160811_3500_M_MO_LOCAL_Rhodiola_yunnensis_1_4,2016-08-11,3500,M,MO,LOCAL,Rhodiola yunnanensis,1,4,0.036,0.00438,0.458,0.319,0.274,NA,NA,NA,0.35033333333333333,1.3716,313.1506849315068,0.12166666666666669,1558,,,,,,NA
20160811_3500_M_MO_LOCAL_Rhodiola_yunnensis_1_5,2016-08-11,3500,M,MO,LOCAL,Rhodiola yunnanensis,1,5,0.015,0.00236,0.306,0.482,NA,NA,NA,NA,0.394,0.6292,266.6101694915254,0.15733333333333335,1558,,,,,,NA
20160811_3500_M_MO_LOCAL_Rhodiola_yunnensis_2_1,2016-08-11,3500,M,MO,LOCAL,Rhodiola yunnanensis,2,1,0.099,0.0115,0.48,0.322,0.293,NA,NA,NA,0.365,3.4201,297.40000000000003,0.11616161616161616,1559,,,,,,NA
20160811_3500_M_MO_LOCAL_Rhodiola_yunnensis_2_2,2016-08-11,3500,M,MO,LOCAL,Rhodiola yunnanensis,2,2,0.153,0.0194,0.32,0.723,0.298,NA,NA,NA,0.447,4.994,257.4226804123711,0.12679738562091503,1559,,,,,,NA
20160811_3500_M_MO_LOCAL_Rhodiola_yunnensis_2_3,2016-08-11,3500,M,MO,LOCAL,Rhodiola yunnanensis,2,3,0.145,0.0182,0.315,0.299,0.31,NA,NA,NA,0.308,4.6457,255.25824175824172,0.12551724137931036,1559,,,,,,NA
20160811_3500_M_MO_LOCAL_Rhodiola_yunnensis_2_4,2016-08-11,3500,M,MO,LOCAL,Rhodiola yunnanensis,2,4,0.091,0.0104,0.604,0.293,0.226,NA,NA,NA,0.3743333333333333,3.0639,294.6057692307692,0.11428571428571428,1559,,,,,,NA
20160811_3500_M_MO_LOCAL_Rhodiola_yunnensis_2_5,2016-08-11,3500,M,MO,LOCAL,Rhodiola yunnanensis,2,5,0.053,0.007,0.305,0.509,0.596,NA,NA,NA,0.47,1.991,284.42857142857144,0.1320754716981132,1559,,,,,,NA
20160811_3500_M_MO_LOCAL_Rosa_omeiensis_1_1,2016-08-11,3500,M,MO,LOCAL,Rosa omeiensis,1,1,0.0514,0.015,0.134,0.141,0.154,NA,NA,NA,0.143,3.1383,209.22000000000003,0.29182879377431903,NA,,,,,,NA
20160811_3500_M_MO_LOCAL_Rosa_omeiensis_1_2,2016-08-11,3500,M,MO,LOCAL,Rosa omeiensis,1,2,0.0432,0.01305,0.125,0.132,0.13,NA,NA,NA,0.129,2.8451,218.01532567049807,0.3020833333333333,NA,,,,,,NA
20160811_3500_M_MO_LOCAL_Rosa_omeiensis_1_3,2016-08-11,3500,M,MO,LOCAL,Rosa omeiensis,1,3,0.0527,0.0165,0.135,0.129,0.128,NA,NA,NA,0.13066666666666668,3.4343,208.13939393939393,0.31309297912713474,NA,,,,,,NA
20160811_3500_M_MO_LOCAL_Rosa_omeiensis_1_4,2016-08-11,3500,M,MO,LOCAL,Rosa omeiensis,1,4,0.0671,0.0104,0.13,0.138,0.138,NA,NA,NA,0.13533333333333333,2.1964,211.1923076923077,0.15499254843517135,NA,,,,,,NA
20160811_3500_M_MO_LOCAL_Rosa_omeiensis_1_5,2016-08-11,3500,M,MO,LOCAL,Rosa omeiensis,1,5,0.0318,0.01469,0.185,0.176,0.36,NA,NA,NA,0.24033333333333332,2.8321,192.79101429543908,0.46194968553459115,NA,,,,,,NA
20160811_3500_M_MO_LOCAL_Swertia_macrosperma_1_1,2016-08-11,3500,M,MO,LOCAL,Swertia macrosperma,1,1,0.03,0.00497,0.202,0.176,0.177,NA,NA,NA,0.185,1.6504,332.0724346076459,0.16566666666666666,1561,,,,,,NA
20160811_3500_M_MO_LOCAL_Swertia_macrosperma_1_2,2016-08-11,3500,M,MO,LOCAL,Swertia macrosperma,1,2,0.053,0.0096,0.23,0.243,0.293,NA,NA,NA,0.2553333333333333,2.6054,271.39583333333337,0.1811320754716981,1561,,,,,,NA
20160811_3500_M_MO_LOCAL_Swertia_macrosperma_1_3,2016-08-11,3500,M,MO,LOCAL,Swertia macrosperma,1,3,0.058,0.0084,0.208,0.206,0.183,NA,NA,NA,0.19899999999999998,2.7829,331.2976190476191,0.14482758620689654,1561,,,,,,NA
20160811_3500_M_MO_LOCAL_Swertia_macrosperma_1_4,2016-08-11,3500,M,MO,LOCAL,Swertia macrosperma,1,4,0.085,0.0148,0.267,0.251,0.272,NA,NA,NA,0.26333333333333336,4.0877,276.19594594594594,0.17411764705882352,1561,,,,,,NA
20160811_3500_M_MO_LOCAL_Swertia_macrosperma_1_5,2016-08-11,3500,M,MO,LOCAL,Swertia macrosperma,1,5,0.079,0.0125,0.198,0.236,0.195,NA,NA,NA,0.20966666666666667,3.6735,293.88,0.15822784810126583,1561,,,,,,NA
20160811_3500_M_MO_LOCAL_Thalictrum_javanicum_1_1,2016-08-11,3500,M,MO,LOCAL,Thalictrum javanicum,1,1,0.07,0.0251,0.139,0.126,0.142,NA,NA,NA,0.13566666666666666,7.1777,285.9641434262948,0.35857142857142854,NA,,,,,,NA
20160811_3500_M_MO_LOCAL_Thalictrum_javanicum_1_2,2016-08-11,3500,M,MO,LOCAL,Thalictrum javanicum,1,2,0.022,0.00772,0.079,0.091,0.101,NA,NA,NA,0.09033333333333333,2.2691,293.92487046632124,0.35090909090909095,1562,,,,,,NA
20160811_3500_M_MO_LOCAL_Thalictrum_javanicum_1_3,2016-08-11,3500,M,MO,LOCAL,Thalictrum javanicum,1,3,0.127,0.0465,0.171,0.141,0.167,NA,NA,NA,0.15966666666666668,13.3067,286.1655913978494,0.3661417322834646,NA,,,,,,NA
