site,plot,biomass,cover,height,n,speciesName,authority,genus,family
A,I-5,0.0366,0.5,6.575,4,Cerastium szechuense,F. N. Williams,Cerastium,Caryophyllaceae
A,I-5,5.1401,8,8.61,10,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
A,I-5,0.0534,1,6.366666666666666,3,Geranium pylzowianum,,Geranium,Geraniaceae
A,I-5,0.0215,0.1,5.6,1,Halenia elliptica,D. Don,Halenia,Gentianaceae
A,I-5,7.54,5.6,15,1,Parasenecio latipes,(Franchet) Y. L. Chen,Parasenecio,Asteraceae
A,I-5,0.3472,1,5.6,2,Pedicularis davidii,Franchet,Pedicularis,Orobanchaceae
A,I-5,0.4425,3,6.8,9,Pedicularis mussotii var. lophocentra,(Handel-Mazzetti) H. L. Li,Pedicularis,Orobanchaceae
A,I-5,50.8747,60,24.35,10,Poa pratensis,,Poa,Poaceae
A,I-5,0.0317,0.5,0.71,10,Polygonum macrophyllum,D. Don,Polygonum,Polygonaceae
A,I-5,0.9623,2,9.475,4,Persicaria vivipara,Linnaeus,Polygonum,Polygonaceae
A,I-5,3.6145,5,8.355555555555556,9,Potentilla leuconota,D. Don,Potentilla,Rosaceae
A,I-5,0.0087,0.1,4.8,1,Rhodiola yunnanensis,(Franchet) S. H. Fu,Rhodiola,Crassulaceae
A,I-5,0.2951,2,12,1,Taraxacum asiaticum,,Taraxacum,Asteraceae
A,I-5,0.0428,0.1,3.4,3,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
A,I-5,0.1005,0.2,4.5,1,Viola biflora var. rockiana,(W. Becker) Y. S. Chen,Viola,Violaceae
A,I-6,0.3349,1,5.5,1,Berberis sp,,Berberidaceae,NA
A,I-6,12.9297,10,20.85,10,Carex laeta,Boott,Carex,Cyperaceae
A,I-6,0.1956,0.5,7.566666666666666,3,Cerastium szechuense,F. N. Williams,Cerastium,Caryophyllaceae
A,I-6,10.099699999999999,14,17.6,10,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
A,I-6,0.4662,1,8.066666666666666,6,Halenia elliptica,D. Don,Halenia,Gentianaceae
A,I-6,4.2172,6,11.32,10,Juncus leucomelas,Royle ex D. Don,Juncus,Juncaceae
A,I-6,0.0352,0.2,8,1,Ligusticum scapiforme,H. Wolff,Ligusticum,Apiaceae
A,I-6,1.969,6,17.25,4,Parasenecio latipes,(Franchet) Y. L. Chen,Parasenecio,Asteraceae
A,I-6,0.7622,0.2,10,2,Poa pratensis,,Poa,Poaceae
A,I-6,0.1164,1,4.5,1,Polygonum macrophyllum,D. Don,Polygonum,Polygonaceae
A,I-6,7.6047,8,13.93,10,Persicaria vivipara,Linnaeus,Polygonum,Polygonaceae
A,I-6,52.834700000000005,36,10.23,10,Potentilla leuconota,D. Don,Potentilla,Rosaceae
A,I-6,0.0619,0.1,3,1,Ranunculus brotherusii var. tanguticus,(Maximowicz) Ovczinnikov,Ranunculus,Ranunculaceae
A,I-6,0.0481,0.2,6,1,Rhodiola yunnanensis,(Franchet) S. H. Fu,Rhodiola,Crassulaceae
A,I-6,5.689699999999999,6,15,1,Taraxacum asiaticum,,Taraxacum,Asteraceae
A,I-6,0.0269,1.2,5.6,1,Unkown species16,,Unkown,NA
A,I-6,0.0191,0.1,2,1,Unkown species18,,Unkown,NA
A,I-6,0.3031,1,9,3,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
A,I-6,NA,0.2,1.7,1,Viola biflora var. rockiana,(W. Becker) Y. S. Chen,Viola,Violaceae
A,I-7,0.0318,0.6,5.6,1,Aletris pauciflora,(Klotzsch) Handel-Mazzetti,Aletris,Nartheciaceae
A,I-7,0.1821,0.8,9.8,1,Anaphalis flavescens,Handel-Mazzetti,Anaphalis,Asteraceae
A,I-7,2.8596,4,20.916666666666668,6,Carex laeta,Boott,Carex,Cyperaceae
A,I-7,0.0633,0.5,3.06,5,Cerastium szechuense,F. N. Williams,Cerastium,Caryophyllaceae
A,I-7,5.1861,4,16.56,5,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
A,I-7,9.3556,10,13.36,10,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
A,I-7,0.1202,2,7.2,1,Geranium pylzowianum,,Geranium,Geraniaceae
A,I-7,2.9809,5,43.425,4,Iris bulleyana,,Iris,Iridaceae
A,I-7,11.6489,5.4,20.8,10,Juncus leucomelas,Royle ex D. Don,Juncus,Juncaceae
A,I-7,0.1494,1.2,12.1,1,Parasenecio latipes,(Franchet) Y. L. Chen,Parasenecio,Asteraceae
A,I-7,0.8063,1,8.233333333333333,3,Pedicularis davidii,Franchet,Pedicularis,Orobanchaceae
A,I-7,32.8892,48,23.2,10,Poa pratensis,,Poa,Poaceae
A,I-7,3.0418,7,15.06,10,Persicaria vivipara,Linnaeus,Polygonum,Polygonaceae
A,I-7,7.533,11,15.2,10,Potentilla leuconota,D. Don,Potentilla,Rosaceae
A,I-7,0.385,1.8,4.95,4,Ranunculus brotherusii var. tanguticus,(Maximowicz) Ovczinnikov,Ranunculus,Ranunculaceae
A,I-7,0.2081,1.2,1.8,1,Unkown species13,,Unkown,NA
A,I-7,0.3409,1,21,1,Unkown species19,,Unkown,NA
A,I-7,1.4778000000000002,3.6,10.122222222222222,9,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
A,I-8,3.0113,6,14.833333333333334,9,Carex capilliculmis,S. R. Zhang,Carex,Cyperaceae
A,I-8,6.6354,16,7.53,10,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
A,I-8,NA,0.1,1.2,1,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
A,I-8,0.183,2,5.725,4,Geranium pylzowianum,,Geranium,Geraniaceae
A,I-8,0.0348,0.5,4.65,2,Halenia elliptica,D. Don,Halenia,Gentianaceae
A,I-8,13.1479,7,12.379999999999999,10,Juncus leucomelas,Royle ex D. Don,Juncus,Juncaceae
A,I-8,0.3454,4,6.511111111111111,9,Ligusticum scapiforme,H. Wolff,Ligusticum,Apiaceae
A,I-8,3.5317,8,10.375,4,Parasenecio latipes,(Franchet) Y. L. Chen,Parasenecio,Asteraceae
A,I-8,0.2081,0.8,13.2,1,Pedicularis mussotii var. lophocentra,(Handel-Mazzetti) H. L. Li,Pedicularis,Orobanchaceae
A,I-8,0.3995,4,2.38,10,Polygonum macrophyllum,D. Don,Polygonum,Polygonaceae
A,I-8,4.0444,5,12.716666666666667,6,Persicaria vivipara,Linnaeus,Polygonum,Polygonaceae
A,I-8,2.2127,4,9.379999999999999,5,Potentilla leuconota,D. Don,Potentilla,Rosaceae
A,I-8,0.1766,2,3.5,5,Ranunculus brotherusii var. tanguticus,(Maximowicz) Ovczinnikov,Ranunculus,Ranunculaceae
A,I-8,NA,0.2,2.333333333333333,3,Taraxacum asiaticum,,Taraxacum,Asteraceae
A,I-8,0.2935,1,3.55,4,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
A,I-8,0.0517,0.8,2,1,Viola biflora var. rockiana,(W. Becker) Y. S. Chen,Viola,Violaceae
A,I-9,1.5541,4,6.333333333333333,6,Aletris pauciflora,(Klotzsch) Handel-Mazzetti,Aletris,Nartheciaceae
A,I-9,0.0781,0.3,14.5,1,Allium cyaneum,,Allium,Amaryllidaceae
A,I-9,NA,0.8,10.625,4,Allium prattii,C. H. Wright ex Hemsley,Allium,Amaryllidaceae
A,I-9,7.6115,7,12.86,10,Carex laeta,Boott,Carex,Cyperaceae
A,I-9,3.9285,4,23.47,10,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
A,I-9,0.1347,1,9.4,2,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
A,I-9,0.4283,1,6.433333333333334,3,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
A,I-9,0.6092,2,10.425,4,Geranium pylzowianum,,Geranium,Geraniaceae
A,I-9,0.1683,2,11.825,4,Halenia elliptica,D. Don,Halenia,Gentianaceae
A,I-9,7.5836,8,14.48,10,Ligusticum scapiforme,H. Wolff,Ligusticum,Apiaceae
A,I-9,0.1448,1,11,1,Parasenecio latipes,(Franchet) Y. L. Chen,Parasenecio,Asteraceae
A,I-9,0.0342,0.3,3,1,Pedicularis davidii,Franchet,Pedicularis,Orobanchaceae
A,I-9,1.1812,2,11.957142857142857,7,Poa pratensis,,Poa,Poaceae
A,I-9,8.5236,8,15.65,10,Persicaria vivipara,Linnaeus,Polygonum,Polygonaceae
A,I-9,31.2964,68,14.3,10,Potentilla leuconota,D. Don,Potentilla,Rosaceae
A,I-9,0.0863,1,5.6,1,Rhodiola yunnanensis,(Franchet) S. H. Fu,Rhodiola,Crassulaceae
A,I-9,0.4663,3.8,5.566666666666666,6,Saussurea hieracioides,J. D. Hooker,Saussurea,Asteraceae
A,I-9,0.0039,0.1,3.5,1,Viola biflora var. rockiana,(W. Becker) Y. S. Chen,Viola,Violaceae
M,I-1,0.4443,3,3.6399999999999997,5,Anaphalis nepalensis,(Sprengel) Handel-Mazzetti,Anaphalis,Asteraceae
M,I-1,0.5491,6,12.866666666666667,3,Arisaema parvum,N. E. Brown,Arisaema,Araceae
M,I-1,0.4145,1,9.95,2,Artemisia flaccida,Handel-Mazzetti,Artemisia,Asteraceae
M,I-1,0.8651,1,13.5,1,Bromus sinensis,Keng ex P. C. Keng,Bromus,Poaceae
M,I-1,13.8329,15,24.43,10,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
M,I-1,0.2732,1,7.733333333333333,3,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
M,I-1,13.8864,10,14.84,10,Fargesia sp,,Fargesia,Poaceae
M,I-1,1.2483,2,12,1,Festuca forrestii,St.-Yves,Festuca,Poaceae
M,I-1,0.5533,2.5,7.32,5,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
M,I-1,0.0673,0.1,13,1,Galium hoffmeisteri,,Galium,Rubiaceae
M,I-1,3.7645,10,12.75,10,Geranium pylzowianum,Maximowicz,Geranium,Geraniaceae
M,I-1,2.3284,4,24.666666666666668,3,Halenia elliptica,D. Don,Halenia,Gentianaceae
M,I-1,5.7398,10,8.855555555555556,9,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
M,I-1,0.2308,2,9,1,Hypericum wightianum,Wallich ex Wight & Arnott,Hypericum,Hypericaceae
M,I-1,0.5102,2.7,11.25,4,Malaxis monophyllos,(Linnaeus) Swartz,Malaxis,Orchidaceae
M,I-1,0.0619,0.8,7.8,1,Pedicularis davidii,Franchet,Pedicularis,Orobanchaceae
M,I-1,0.2078,0.5,17.666666666666668,3,Poa pratensis,,Poa,Poaceae
M,I-1,0.4304,4,8.620000000000001,5,Polygonum runcinatum,Buchanan-Hamilton ex D. Don,Polygonum,Polygonaceae
M,I-1,3.0294,6,6.8,10,Potentilla leuconota,D. Don,Potentilla,Rosaceae
M,I-1,3.8991,2.1,6.133333333333333,3,Rhodiola yunnanensis,(Franchet) S. H. Fu,Rhodiola,Crassulaceae
M,I-1,0.1053,1,14.5,1,Swertia macrosperma,(C. B. Clarke) C. B. Clarke in J. D. Hooker,Swertia,Gentianaceae
M,I-1,0.1231,0.2,1.2,1,Unkown species1,,Unkown,NA
M,I-1,0.6847,1,10,1,Unkown species2,,Unkown,NA
M,I-1,0.8029,5,14.285714285714286,7,Unkown species5,,Unkown,NA
M,I-1,0.0453,0.8,5.2,1,Viola szetschwanensis,W. Becker & H. de Boissieu,Viola,Violaceae
M,I-10,0.0327,0.8,4.2,1,Anaphalis nepalensis,(Sprengel) Handel-Mazzetti,Anaphalis,Asteraceae
M,I-10,0.1802,1,13,1,Artemisia flaccida,Handel-Mazzetti,Artemisia,Asteraceae
M,I-10,0.1547,0.2,8,1,Carex psychrophila,Nees,Carex,Cyperaceae
M,I-10,0.1393,0.1,7.8,1,Cerastium fontanum,Baumgarten,Cerastium,Caryophyllaceae
M,I-10,1.0663,1,28.5,2,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
M,I-10,0.1741,0.8,15,1,Cyananthus inflatus,J. D. Hooker & Thomson,Cyananthus,Campanulaceae
M,I-10,20.3482,8,24.1,10,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
M,I-10,0.2968,0.8,12.8,1,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
M,I-10,22.3205,10,20.6,10,Fargesia sp,,Fargesia,Poaceae
M,I-10,0.1264,2,9,2,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
M,I-10,0.1839,0.5,22,1,Galium hoffmeisteri,,Galium,Rubiaceae
M,I-10,2.5712,5,12.6,8,Geranium pylzowianum,Maximowicz,Geranium,Geraniaceae
M,I-10,1.7306,3,19.333333333333332,6,Halenia elliptica,D. Don,Halenia,Gentianaceae
M,I-10,31.8977,30,13.36,10,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
M,I-10,0.0475,0.5,11,1,Hypericum wightianum,Wallich ex Wight & Arnott,Hypericum,Hypericaceae
M,I-10,0.4556,1,8,1,Luzula multiflora,(Ehrhart) Lejeune,Luzula,Juncaceae
M,I-10,0.0443,0.5,2,1,Malaxis monophyllos,(Linnaeus) Swartz,Malaxis,Orchidaceae
M,I-10,0.6419,1,12.85,2,Pedicularis davidii,Franchet,Pedicularis,Orobanchaceae
M,I-10,0.6788,2,12.1,7,Poa pratensis,,Poa,Poaceae
M,I-10,4.8092,8,18.75,4,Potentilla leuconota,D. Don,Potentilla,Rosaceae
M,I-10,0.0231,0.5,5,1,Prunella vulgaris,Linnaeus,Prunella,Lamiaceae
M,I-10,0.9182,2,17.2,3,Swertia macrosperma,(C. B. Clarke) C. B. Clarke in J. D. Hooker,Swertia,Gentianaceae
M,I-10,0.0175,0.8,2,1,Unkown species11,,Unkown,NA
M,I-10,0.0451,0.2,6.05,2,Unkown species8,,Unkown,NA
M,I-10,0.4837,1.2,11.95,2,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
M,I-11,0.4178,2.1,16,1,Arisaema parvum,N. E. Brown,Arisaema,Araceae
M,I-11,0.962,2,25.5,2,Artemisia flaccida,Handel-Mazzetti,Artemisia,Asteraceae
M,I-11,0.4168,1,8,1,Carex psychrophila,Nees,Carex,Cyperaceae
M,I-11,2.2837,10,31,2,Carpesium humile,C. Winkler,Carpesium,Asteraceae
M,I-11,0.1941,0.2,15,1,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
M,I-11,54.3361,40,42,10,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
M,I-11,0.6529,1.2,29.5,3,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
M,I-11,60.4837,25,31.444444444444443,9,Fargesia sp,,Fargesia,Poaceae
M,I-11,0.2482,1,8.2,1,Festuca forrestii,St.-Yves,Festuca,Poaceae
M,I-11,0.044,0.8,4.5,1,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
M,I-11,4.7116,6,31.52,10,Galium hoffmeisteri,,Galium,Rubiaceae
M,I-11,0.7161,3,7.314285714285714,7,Geranium pylzowianum,Maximowicz,Geranium,Geraniaceae
M,I-11,0.3278,1,26.266666666666666,3,Halenia elliptica,D. Don,Halenia,Gentianaceae
M,I-11,NA,0.2,1.8,1,Luzula multiflora,(Ehrhart) Lejeune,Luzula,Juncaceae
M,I-11,0.0663,0.8,4.5,1,Plantago asiatica,Linnaeus,Plantago,Plantaginaceae
M,I-11,2.2294,3,29.3125,8,Poa pratensis,,Poa,Poaceae
M,I-11,NA,0.1,2.5,1,Polygonum runcinatum,Buchanan-Hamilton ex D. Don,Polygonum,Polygonaceae
M,I-11,0.2332,1,12,1,Potentilla leuconota,D. Don,Potentilla,Rosaceae
M,I-11,0.2357,0.3,9.5,1,Rhodiola yunnanensis,(Franchet) S. H. Fu,Rhodiola,Crassulaceae
M,I-11,0.2996,1.2,1.2,1,Viola szetschwanensis,W. Becker & H. de Boissieu,Viola,Violaceae
M,I-12,0.3492,4,6.1,5,Anaphalis nepalensis,(Sprengel) Handel-Mazzetti,Anaphalis,Asteraceae
M,I-12,0.5546,4,19,2,Arisaema parvum,N. E. Brown,Arisaema,Araceae
M,I-12,0.0637,1,4.5,1,Artemisia flaccida,Handel-Mazzetti,Artemisia,Asteraceae
M,I-12,0.1149,0.5,6.828571428571429,7,Cyananthus inflatus,J. D. Hooker & Thomson,Cyananthus,Campanulaceae
M,I-12,25.8541,20,27.5,10,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
M,I-12,0.2132,0.2,NA,NA,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
M,I-12,68.35,32,19.83,10,Fargesia sp,,Fargesia,Poaceae
M,I-12,0.5639,0.5,8,1,Festuca forrestii,St.-Yves,Festuca,Poaceae
M,I-12,0.1926,2,15,3,Galium hoffmeisteri,,Galium,Rubiaceae
M,I-12,3.1122,3,16.95,6,Geranium pylzowianum,Maximowicz,Geranium,Geraniaceae
M,I-12,4.817,10,22.04,10,Halenia elliptica,D. Don,Halenia,Gentianaceae
M,I-12,3.2486,4,13.67142857142857,7,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
M,I-12,0.2046,1,20,1,Pedicularis davidii,Franchet,Pedicularis,Orobanchaceae
M,I-12,1.9743,2,19.52857142857143,7,Poa pratensis,,Poa,Poaceae
M,I-12,0.4798,1.5,16.5,2,Polygonum runcinatum,Buchanan-Hamilton ex D. Don,Polygonum,Polygonaceae
M,I-12,0.0817,0.4,8.2,1,Pseudostellaria davidii,(Franchet) Pax,Pseudostellaria,Caryophyllaceae
M,I-12,0.3344,0.5,15,1,Swertia macrosperma,(C. B. Clarke) C. B. Clarke in J. D. Hooker,Swertia,Gentianaceae
M,I-12,0.1368,1,8.633333333333333,3,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
M,I-13,2.4018,6,11.36,10,Anaphalis nepalensis,(Sprengel) Handel-Mazzetti,Anaphalis,Asteraceae
M,I-13,0.2343,1.8,19,1,Arisaema parvum,N. E. Brown,Arisaema,Araceae
M,I-13,0.3826,2,14.266666666666666,3,Artemisia flaccida,Handel-Mazzetti,Artemisia,Asteraceae
M,I-13,10.9743,5,15.924999999999999,8,Bromus sinensis,Keng ex P. C. Keng,Bromus,Poaceae
M,I-13,0.1957,1,5.8,5,Carex psychrophila,Nees,Carex,Cyperaceae
M,I-13,59.8547,45,37.5,10,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
M,I-13,42.4853,16,24.93,10,Fargesia sp,,Fargesia,Poaceae
M,I-13,0.1154,0.8,7,1,Festuca forrestii,St.-Yves,Festuca,Poaceae
M,I-13,0.8974,3,10.35,8,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
M,I-13,0.0805,0.5,11,1,Galium hoffmeisteri,,Galium,Rubiaceae
M,I-13,0.9374,3,14.314285714285715,7,Geranium pylzowianum,Maximowicz,Geranium,Geraniaceae
M,I-13,0.2537,1,18.45,4,Hypericum wightianum,Wallich ex Wight & Arnott,Hypericum,Hypericaceae
M,I-13,0.1675,1,8.5,2,Parasenecio latipes,(Franchet) Y. L. Chen,Parasenecio,Asteraceae
M,I-13,3.3216,10,16.95,10,Poa pratensis,,Poa,Poaceae
M,I-13,0.6774,4,15.8,4,Polygonum runcinatum,Buchanan-Hamilton ex D. Don,Polygonum,Polygonaceae
M,I-13,0.7811,1.5,18.6,2,Potentilla leuconota,D. Don,Potentilla,Rosaceae
M,I-13,0.9374,1.2,17.333333333333332,3,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
M,I-13,0.4779,3,13.45,4,Viola szetschwanensis,W. Becker & H. de Boissieu,Viola,Violaceae
M,I-14,0.4387,1.2,25.5,2,Artemisia flaccida,Handel-Mazzetti,Artemisia,Asteraceae
M,I-14,0.8381,1,15,1,Bromus sinensis,Keng ex P. C. Keng,Bromus,Poaceae
M,I-14,20.5549,20,29.49,10,Carex psychrophila,Nees,Carex,Cyperaceae
M,I-14,NA,0.2,1.2,1,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
M,I-14,25.83,20,31.82,10,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
M,I-14,0.1499,1,13.5,2,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
M,I-14,27.39,14,26.1,10,Fargesia sp,,Fargesia,Poaceae
M,I-14,0.6011,2.1,16,2,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
M,I-14,3.3551,5.4,28.22,10,Galium hoffmeisteri,,Galium,Rubiaceae
M,I-14,2.1708,6,13.9,10,Geranium pylzowianum,Maximowicz,Geranium,Geraniaceae
M,I-14,0.1077,0.5,15,1,Halenia elliptica,D. Don,Halenia,Gentianaceae
M,I-14,4.4699,7,14.028571428571428,7,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
M,I-14,0.0481,0.8,5,1,Malaxis monophyllos,(Linnaeus) Swartz,Malaxis,Orchidaceae
M,I-14,0.3505,2,7,1,Notholirion bulbuliferum,,Notholirion,Liliaceae
M,I-14,0.1594,1.8,8.7,2,Parasenecio latipes,(Franchet) Y. L. Chen,Parasenecio,Asteraceae
M,I-14,0.4137,0.2,10,1,Pedicularis davidii,Franchet,Pedicularis,Orobanchaceae
M,I-14,4.1201,8,26.56,10,Polygonum runcinatum,Buchanan-Hamilton ex D. Don,Polygonum,Polygonaceae
M,I-14,2.2324,4,24,1,Potentilla leuconota,D. Don,Potentilla,Rosaceae
M,I-14,0.1062,0.8,5,1,Prunella vulgaris,Linnaeus,Prunella,Lamiaceae
M,I-14,0.0182,0.1,13,1,Pseudostellaria davidii,(Franchet) Pax,Pseudostellaria,Caryophyllaceae
M,I-14,0.7164,3,18.5,2,Rhodiola yunnanensis,(Franchet) S. H. Fu,Rhodiola,Crassulaceae
M,I-14,0.4146,1,29,1,Swertia macrosperma,(C. B. Clarke) C. B. Clarke in J. D. Hooker,Swertia,Gentianaceae
M,I-14,1.1646,3,21.5,2,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
M,I-15,0.1541,1,3.5,2,Anaphalis nepalensis,(Sprengel) Handel-Mazzetti,Anaphalis,Asteraceae
M,I-15,0.6223,5,20,2,Arisaema parvum,N. E. Brown,Arisaema,Araceae
M,I-15,0.9945,1,15,1,Artemisia flaccida,Handel-Mazzetti,Artemisia,Asteraceae
M,I-15,0.3222,1,8,1,Carex psychrophila,Nees,Carex,Cyperaceae
M,I-15,0.0304,0.2,14,1,Cerastium fontanum,Baumgarten,Cerastium,Caryophyllaceae
M,I-15,0.3584,0.8,18,4,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
M,I-15,86.22470000000001,40,42.1,10,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
M,I-15,1.0483,1.1,15.333333333333334,3,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
M,I-15,12.6097,11,21,10,Fargesia sp,,Fargesia,Poaceae
M,I-15,0.2012,1,11.25,2,Festuca forrestii,St.-Yves,Festuca,Poaceae
M,I-15,0.0603,0.3,5.05,2,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
M,I-15,0.2242,2,19,3,Galium hoffmeisteri,,Galium,Rubiaceae
M,I-15,2.3084,8,17.9,10,Geranium pylzowianum,Maximowicz,Geranium,Geraniaceae
M,I-15,0.0221,0.1,12,1,Halenia elliptica,D. Don,Halenia,Gentianaceae
M,I-15,0.0543,0.2,8,1,Luzula multiflora,(Ehrhart) Lejeune,Luzula,Juncaceae
M,I-15,0.5362,4,7.5,2,Malaxis monophyllos,(Linnaeus) Swartz,Malaxis,Orchidaceae
M,I-15,0.4732,1.8,12,1,Notholirion bulbuliferum,,Notholirion,Liliaceae
M,I-15,1.3009,4,14,10,Parasenecio latipes,(Franchet) Y. L. Chen,Parasenecio,Asteraceae
M,I-15,1.8711,4,28.333333333333332,3,Polygonum runcinatum,Buchanan-Hamilton ex D. Don,Polygonum,Polygonaceae
M,I-15,0.0682,1,12,1,Potentilla leuconota,D. Don,Potentilla,Rosaceae
M,I-15,0.7242,5,8.066666666666666,6,Prunella vulgaris,Linnaeus,Prunella,Lamiaceae
M,I-15,0.0775,1.2,15,1,Rhodiola yunnanensis,(Franchet) S. H. Fu,Rhodiola,Crassulaceae
M,I-15,1.4223,2,29.25,4,Swertia macrosperma,(C. B. Clarke) C. B. Clarke in J. D. Hooker,Swertia,Gentianaceae
M,I-15,0.1552,1,6,1,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
M,I-15,0.2097,0.5,9.2,2,Viola szetschwanensis,W. Becker & H. de Boissieu,Viola,Violaceae
M,I-16,11.1664,13.5,12.14,10,Anaphalis flavescens,Handel-Mazzetti,Anaphalis,Asteraceae
M,I-16,0.0351,0.5,2.3,1,Artemisia flaccida,Handel-Mazzetti,Artemisia,Asteraceae
M,I-16,1.4596,3,8.75,2,Carex psychrophila,Nees,Carex,Cyperaceae
M,I-16,1.4272,1.5,8.5,1,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
M,I-16,6.9721,6.5,18.857142857142858,7,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
M,I-16,0.3694,1,12,1,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
M,I-16,46.63,30,20.72,10,Fargesia sp,,Fargesia,Poaceae
M,I-16,0.9376,1.1,8.3,1,Festuca forrestii,St.-Yves,Festuca,Poaceae
M,I-16,0.4667,1,24,2,Galium hoffmeisteri,,Galium,Rubiaceae
M,I-16,0.7194,6,11.08,10,Geranium pylzowianum,Maximowicz,Geranium,Geraniaceae
M,I-16,6.0881,3,16.285714285714285,7,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
M,I-16,0.3091,1,8.5,1,Hypericum wightianum,Wallich ex Wight & Arnott,Hypericum,Hypericaceae
M,I-16,0.6772,4,10,1,Malaxis monophyllos,(Linnaeus) Swartz,Malaxis,Orchidaceae
M,I-16,0.1755,0.8,22,1,Parasenecio latipes,(Franchet) Y. L. Chen,Parasenecio,Asteraceae
M,I-16,0.0725,0.5,4,1,Pedicularis davidii,Franchet,Pedicularis,Orobanchaceae
M,I-16,3.6571,4,26.533333333333335,9,Poa pratensis,,Poa,Poaceae
M,I-16,0.0625,0.5,7.2,1,Polygonum runcinatum,Buchanan-Hamilton ex D. Don,Polygonum,Polygonaceae
M,I-16,0.4258,3,9.67142857142857,7,Prunella vulgaris,Linnaeus,Prunella,Lamiaceae
M,I-16,0.5529,1.2,15.5,2,Swertia macrosperma,(C. B. Clarke) C. B. Clarke in J. D. Hooker,Swertia,Gentianaceae
M,I-16,0.0182,0.4,1.5,1,Unkown species7,,Unkown,NA
M,I-16,0.2051,0.5,NA,NA,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
M,I-16,0.1514,1.2,8.6,2,Viola szetschwanensis,W. Becker & H. de Boissieu,Viola,Violaceae
M,I-17,0.1056,1,4.5,1,Anaphalis nepalensis,(Sprengel) Handel-Mazzetti,Anaphalis,Asteraceae
M,I-17,3.0632,5,6.28,10,Carex psychrophila,Nees,Carex,Cyperaceae
M,I-17,9.1985,10,22.84,10,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
