species,site,elevation,treatment,plot_id,tier,trait_name,trait_value,latitude,longitude,burn_year,aspect,year,gradient
Paspalum bonplandianum,ACJ,3444.1,B,PE_ACJ_B_1,Peru_2019,leaf_area_cm2,3.0227,-13.169344,-71.634001,2005,,2019,Central Andes
Paspalum bonplandianum,ACJ,3444.1,B,PE_ACJ_B_1,Peru_2019,sla_cm2_g,137.395454545455,-13.169344,-71.634001,2005,,2019,Central Andes
Paspalum bonplandianum,ACJ,3444.1,B,PE_ACJ_B_1,Peru_2019,ldmc,0.201834862385321,-13.169344,-71.634001,2005,,2019,Central Andes
Danthonia secundiflora,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,plant_height_cm,15,-13.179917,-71.588118,2007,,2019,Central Andes
Danthonia secundiflora,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,wet_mass_g,0.012,-13.179917,-71.588118,2007,,2019,Central Andes
Danthonia secundiflora,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,dry_mass_g,0.01,-13.179917,-71.588118,2007,,2019,Central Andes
Danthonia secundiflora,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,leaf_area_cm2,0.6733,-13.179917,-71.588118,2007,,2019,Central Andes
Danthonia secundiflora,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,sla_cm2_g,67.33,-13.179917,-71.588118,2007,,2019,Central Andes
Danthonia secundiflora,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,ldmc,0.833333333333333,-13.179917,-71.588118,2007,,2019,Central Andes
Halenia umbellata,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,plant_height_cm,9,-13.179917,-71.588118,2007,,2019,Central Andes
Halenia umbellata,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,wet_mass_g,0.0356,-13.179917,-71.588118,2007,,2019,Central Andes
Halenia umbellata,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,dry_mass_g,0.0092,-13.179917,-71.588118,2007,,2019,Central Andes
Halenia umbellata,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,leaf_area_cm2,1.38398,-13.179917,-71.588118,2007,,2019,Central Andes
Halenia umbellata,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,sla_cm2_g,150.432608695652,-13.179917,-71.588118,2007,,2019,Central Andes
Halenia umbellata,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,ldmc,0.258426966292135,-13.179917,-71.588118,2007,,2019,Central Andes
Aphanactis villosa,TRE,3619.4,NB,PE_TRE_NB_3,Peru_2019,plant_height_cm,3,-13.138823,-71.631196,2018,,2019,Central Andes
Aphanactis villosa,TRE,3619.4,NB,PE_TRE_NB_3,Peru_2019,wet_mass_g,0.0174,-13.138823,-71.631196,2018,,2019,Central Andes
Aphanactis villosa,TRE,3619.4,NB,PE_TRE_NB_3,Peru_2019,dry_mass_g,0.0044,-13.138823,-71.631196,2018,,2019,Central Andes
Aphanactis villosa,TRE,3619.4,NB,PE_TRE_NB_3,Peru_2019,leaf_area_cm2,1.13268,-13.138823,-71.631196,2018,,2019,Central Andes
Aphanactis villosa,TRE,3619.4,NB,PE_TRE_NB_3,Peru_2019,sla_cm2_g,257.427272727273,-13.138823,-71.631196,2018,,2019,Central Andes
Aphanactis villosa,TRE,3619.4,NB,PE_TRE_NB_3,Peru_2019,ldmc,0.252873563218391,-13.138823,-71.631196,2018,,2019,Central Andes
Nertera granadensis,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,plant_height_cm,1,-13.179917,-71.588118,2007,,2019,Central Andes
Nertera granadensis,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,wet_mass_g,0.00146153846153846,-13.179917,-71.588118,2007,,2019,Central Andes
Nertera granadensis,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,dry_mass_g,0.000307692307692308,-13.179917,-71.588118,2007,,2019,Central Andes
Nertera granadensis,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,leaf_area_cm2,0.116398461538462,-13.179917,-71.588118,2007,,2019,Central Andes
Nertera granadensis,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,sla_cm2_g,378.295,-13.179917,-71.588118,2007,,2019,Central Andes
Nertera granadensis,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,ldmc,0.210526315789474,-13.179917,-71.588118,2007,,2019,Central Andes
Carex cf. crinalis,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,plant_height_cm,23.5,-13.179917,-71.588118,2007,,2019,Central Andes
Carex cf. crinalis,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,wet_mass_g,0.08,-13.179917,-71.588118,2007,,2019,Central Andes
Carex cf. crinalis,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,dry_mass_g,0.032,-13.179917,-71.588118,2007,,2019,Central Andes
Carex cf. crinalis,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,leaf_area_cm2,5.8916,-13.179917,-71.588118,2007,,2019,Central Andes
Carex cf. crinalis,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,sla_cm2_g,184.1125,-13.179917,-71.588118,2007,,2019,Central Andes
Carex cf. crinalis,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,ldmc,0.4,-13.179917,-71.588118,2007,,2019,Central Andes
Carex pichinchensis,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,plant_height_cm,14,-13.151583,-71.64071,2007,,2019,Central Andes
Carex pichinchensis,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,wet_mass_g,0.083,-13.151583,-71.64071,2007,,2019,Central Andes
Carex pichinchensis,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,dry_mass_g,0.049,-13.151583,-71.64071,2007,,2019,Central Andes
Carex pichinchensis,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,leaf_area_cm2,6.2255,-13.151583,-71.64071,2007,,2019,Central Andes
Carex pichinchensis,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,sla_cm2_g,127.051020408163,-13.151583,-71.64071,2007,,2019,Central Andes
Carex pichinchensis,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,ldmc,0.590361445783133,-13.151583,-71.64071,2007,,2019,Central Andes
Lycopodium clavatum,PIL,3686.8,B,PE_PIL_B_1,Peru_2019,plant_height_cm,12,-13.151593,-71.640514,2007,,2019,Central Andes
Gnaphalium dombeyanum,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,plant_height_cm,24,-13.179917,-71.588118,2007,,2019,Central Andes
Gnaphalium dombeyanum,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,wet_mass_g,0.069,-13.179917,-71.588118,2007,,2019,Central Andes
Gnaphalium dombeyanum,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,dry_mass_g,0.018,-13.179917,-71.588118,2007,,2019,Central Andes
Gnaphalium dombeyanum,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,leaf_area_cm2,2.8538,-13.179917,-71.588118,2007,,2019,Central Andes
Gnaphalium dombeyanum,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,sla_cm2_g,158.544444444444,-13.179917,-71.588118,2007,,2019,Central Andes
Gnaphalium dombeyanum,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,ldmc,0.260869565217391,-13.179917,-71.588118,2007,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,plant_height_cm,17.5,-13.138871,-71.631095,2018,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,wet_mass_g,0.129,-13.138871,-71.631095,2018,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,dry_mass_g,0.056,-13.138871,-71.631095,2018,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,leaf_area_cm2,4.9781,-13.138871,-71.631095,2018,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,sla_cm2_g,88.8946428571429,-13.138871,-71.631095,2018,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,ldmc,0.434108527131783,-13.138871,-71.631095,2018,,2019,Central Andes
Polypogon sp,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,plant_height_cm,14,-13.138871,-71.631095,2018,,2019,Central Andes
Polypogon sp,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,wet_mass_g,0.052,-13.138871,-71.631095,2018,,2019,Central Andes
Polypogon sp,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,dry_mass_g,0.015,-13.138871,-71.631095,2018,,2019,Central Andes
Polypogon sp,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,leaf_area_cm2,3.1404,-13.138871,-71.631095,2018,,2019,Central Andes
Polypogon sp,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,sla_cm2_g,209.36,-13.138871,-71.631095,2018,,2019,Central Andes
Polypogon sp,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,ldmc,0.288461538461539,-13.138871,-71.631095,2018,,2019,Central Andes
Carex cf. crinalis,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,plant_height_cm,20.6,-13.179917,-71.588118,2007,,2019,Central Andes
Carex cf. crinalis,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,wet_mass_g,0.079,-13.179917,-71.588118,2007,,2019,Central Andes
Carex cf. crinalis,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,dry_mass_g,0.038,-13.179917,-71.588118,2007,,2019,Central Andes
Carex cf. crinalis,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,leaf_area_cm2,5.2317,-13.179917,-71.588118,2007,,2019,Central Andes
Carex cf. crinalis,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,sla_cm2_g,137.676315789474,-13.179917,-71.588118,2007,,2019,Central Andes
Carex cf. crinalis,WAY,3071.7,B,PE_WAY_B_1,Peru_2019,ldmc,0.481012658227848,-13.179917,-71.588118,2007,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,plant_height_cm,20,-13.138871,-71.631095,2018,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,wet_mass_g,0.109,-13.138871,-71.631095,2018,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,dry_mass_g,0.043,-13.138871,-71.631095,2018,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,leaf_area_cm2,3.768,-13.138871,-71.631095,2018,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,sla_cm2_g,87.6279069767442,-13.138871,-71.631095,2018,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,ldmc,0.394495412844037,-13.138871,-71.631095,2018,,2019,Central Andes
Eriosorus cheilanthoides,PIL,3687,B,PE_PIL_B_3,Peru_2019,plant_height_cm,29,-13.151582,-71.640513,2007,,2019,Central Andes
Eriosorus cheilanthoides,PIL,3687,B,PE_PIL_B_3,Peru_2019,wet_mass_g,0.482,-13.151582,-71.640513,2007,,2019,Central Andes
Eriosorus cheilanthoides,PIL,3687,B,PE_PIL_B_3,Peru_2019,dry_mass_g,0.14,-13.151582,-71.640513,2007,,2019,Central Andes
Eriosorus cheilanthoides,PIL,3687,B,PE_PIL_B_3,Peru_2019,leaf_area_cm2,11.8087,-13.151582,-71.640513,2007,,2019,Central Andes
Eriosorus cheilanthoides,PIL,3687,B,PE_PIL_B_3,Peru_2019,sla_cm2_g,84.3478571428572,-13.151582,-71.640513,2007,,2019,Central Andes
Eriosorus cheilanthoides,PIL,3687,B,PE_PIL_B_3,Peru_2019,ldmc,0.29045643153527,-13.151582,-71.640513,2007,,2019,Central Andes
Carex pichinchensis,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,plant_height_cm,8,-13.151583,-71.64071,2007,,2019,Central Andes
Carex pichinchensis,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,wet_mass_g,0.08,-13.151583,-71.64071,2007,,2019,Central Andes
Carex pichinchensis,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,dry_mass_g,0.065,-13.151583,-71.64071,2007,,2019,Central Andes
Carex pichinchensis,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,leaf_area_cm2,5.4151,-13.151583,-71.64071,2007,,2019,Central Andes
Carex pichinchensis,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,sla_cm2_g,83.3092307692308,-13.151583,-71.64071,2007,,2019,Central Andes
Carex pichinchensis,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,ldmc,0.8125,-13.151583,-71.64071,2007,,2019,Central Andes
Anatherostipa hans-meyeri,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,plant_height_cm,14,-13.138871,-71.631095,2018,,2019,Central Andes
Anatherostipa hans-meyeri,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,wet_mass_g,0.0168,-13.138871,-71.631095,2018,,2019,Central Andes
Anatherostipa hans-meyeri,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,dry_mass_g,0.0094,-13.138871,-71.631095,2018,,2019,Central Andes
Anatherostipa hans-meyeri,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,leaf_area_cm2,0.72276,-13.138871,-71.631095,2018,,2019,Central Andes
Anatherostipa hans-meyeri,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,sla_cm2_g,76.8893617021277,-13.138871,-71.631095,2018,,2019,Central Andes
Anatherostipa hans-meyeri,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,ldmc,0.559523809523809,-13.138871,-71.631095,2018,,2019,Central Andes
Eriosorus cheilanthoides,PIL,3687,B,PE_PIL_B_3,Peru_2019,plant_height_cm,32,-13.151582,-71.640513,2007,,2019,Central Andes
Eriosorus cheilanthoides,PIL,3687,B,PE_PIL_B_3,Peru_2019,wet_mass_g,0.446,-13.151582,-71.640513,2007,,2019,Central Andes
Eriosorus cheilanthoides,PIL,3687,B,PE_PIL_B_3,Peru_2019,dry_mass_g,0.166,-13.151582,-71.640513,2007,,2019,Central Andes
Eriosorus cheilanthoides,PIL,3687,B,PE_PIL_B_3,Peru_2019,leaf_area_cm2,10.3413,-13.151582,-71.640513,2007,,2019,Central Andes
Eriosorus cheilanthoides,PIL,3687,B,PE_PIL_B_3,Peru_2019,sla_cm2_g,62.2969879518072,-13.151582,-71.640513,2007,,2019,Central Andes
Eriosorus cheilanthoides,PIL,3687,B,PE_PIL_B_3,Peru_2019,ldmc,0.37219730941704,-13.151582,-71.640513,2007,,2019,Central Andes
Gaultheria glomerata,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,plant_height_cm,4.5,-13.151583,-71.64071,2007,,2019,Central Andes
Gaultheria glomerata,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,wet_mass_g,0.085,-13.151583,-71.64071,2007,,2019,Central Andes
Gaultheria glomerata,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,dry_mass_g,0.051,-13.151583,-71.64071,2007,,2019,Central Andes
Gaultheria glomerata,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,leaf_area_cm2,2.9549,-13.151583,-71.64071,2007,,2019,Central Andes
Gaultheria glomerata,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,sla_cm2_g,57.9392156862745,-13.151583,-71.64071,2007,,2019,Central Andes
Gaultheria glomerata,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,ldmc,0.6,-13.151583,-71.64071,2007,,2019,Central Andes
Hieracium cf. mandonii,ACJ,3444.1,B,PE_ACJ_B_1,Peru_2019,plant_height_cm,14.6,-13.169344,-71.634001,2005,,2019,Central Andes
Hieracium cf. mandonii,ACJ,3444.1,B,PE_ACJ_B_1,Peru_2019,wet_mass_g,0.179,-13.169344,-71.634001,2005,,2019,Central Andes
Hieracium cf. mandonii,ACJ,3444.1,B,PE_ACJ_B_1,Peru_2019,dry_mass_g,0.026,-13.169344,-71.634001,2005,,2019,Central Andes
Hieracium cf. mandonii,ACJ,3444.1,B,PE_ACJ_B_1,Peru_2019,leaf_area_cm2,4.0434,-13.169344,-71.634001,2005,,2019,Central Andes
Hieracium cf. mandonii,ACJ,3444.1,B,PE_ACJ_B_1,Peru_2019,sla_cm2_g,155.515384615385,-13.169344,-71.634001,2005,,2019,Central Andes
Hieracium cf. mandonii,ACJ,3444.1,B,PE_ACJ_B_1,Peru_2019,ldmc,0.145251396648045,-13.169344,-71.634001,2005,,2019,Central Andes
Polypogon sp,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,plant_height_cm,20.5,-13.138871,-71.631095,2018,,2019,Central Andes
Polypogon sp,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,wet_mass_g,0.059,-13.138871,-71.631095,2018,,2019,Central Andes
Polypogon sp,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,dry_mass_g,0.031,-13.138871,-71.631095,2018,,2019,Central Andes
Polypogon sp,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,leaf_area_cm2,3.0072,-13.138871,-71.631095,2018,,2019,Central Andes
Polypogon sp,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,sla_cm2_g,97.0064516129032,-13.138871,-71.631095,2018,,2019,Central Andes
Polypogon sp,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,ldmc,0.525423728813559,-13.138871,-71.631095,2018,,2019,Central Andes
Polypogon sp,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,plant_height_cm,16,-13.151583,-71.64071,2007,,2019,Central Andes
Polypogon sp,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,wet_mass_g,0.0072,-13.151583,-71.64071,2007,,2019,Central Andes
Polypogon sp,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,dry_mass_g,0.0044,-13.151583,-71.64071,2007,,2019,Central Andes
Polypogon sp,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,leaf_area_cm2,0.44492,-13.151583,-71.64071,2007,,2019,Central Andes
Polypogon sp,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,sla_cm2_g,101.118181818182,-13.151583,-71.64071,2007,,2019,Central Andes
Polypogon sp,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,ldmc,0.611111111111111,-13.151583,-71.64071,2007,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,plant_height_cm,20,-13.138871,-71.631095,2018,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,wet_mass_g,0.164,-13.138871,-71.631095,2018,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,dry_mass_g,0.081,-13.138871,-71.631095,2018,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,leaf_area_cm2,6.0332,-13.138871,-71.631095,2018,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,sla_cm2_g,74.483950617284,-13.138871,-71.631095,2018,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,ldmc,0.49390243902439,-13.138871,-71.631095,2018,,2019,Central Andes
Carex pygmaea,ACJ,3446.3,B,PE_ACJ_B_3,Peru_2019,plant_height_cm,8.5,-13.169447,-71.634022,2005,,2019,Central Andes
Carex pygmaea,ACJ,3446.3,B,PE_ACJ_B_3,Peru_2019,wet_mass_g,0.0183333333333333,-13.169447,-71.634022,2005,,2019,Central Andes
Carex pygmaea,ACJ,3446.3,B,PE_ACJ_B_3,Peru_2019,dry_mass_g,0.0136666666666667,-13.169447,-71.634022,2005,,2019,Central Andes
Carex pygmaea,ACJ,3446.3,B,PE_ACJ_B_3,Peru_2019,leaf_area_cm2,1.31083333333333,-13.169447,-71.634022,2005,,2019,Central Andes
Carex pygmaea,ACJ,3446.3,B,PE_ACJ_B_3,Peru_2019,sla_cm2_g,95.9146341463415,-13.169447,-71.634022,2005,,2019,Central Andes
Carex pygmaea,ACJ,3446.3,B,PE_ACJ_B_3,Peru_2019,ldmc,0.745454545454546,-13.169447,-71.634022,2005,,2019,Central Andes
Bartsia trichophylla,TRE,3618.2,NB,PE_TRE_NB_1,Peru_2019,plant_height_cm,5,-13.138776,-71.631304,2018,,2019,Central Andes
Bartsia trichophylla,TRE,3618.2,NB,PE_TRE_NB_1,Peru_2019,wet_mass_g,0.0036,-13.138776,-71.631304,2018,,2019,Central Andes
Bartsia trichophylla,TRE,3618.2,NB,PE_TRE_NB_1,Peru_2019,dry_mass_g,7e-04,-13.138776,-71.631304,2018,,2019,Central Andes
Bartsia trichophylla,TRE,3618.2,NB,PE_TRE_NB_1,Peru_2019,leaf_area_cm2,0.17052,-13.138776,-71.631304,2018,,2019,Central Andes
Bartsia trichophylla,TRE,3618.2,NB,PE_TRE_NB_1,Peru_2019,sla_cm2_g,243.6,-13.138776,-71.631304,2018,,2019,Central Andes
Bartsia trichophylla,TRE,3618.2,NB,PE_TRE_NB_1,Peru_2019,ldmc,0.194444444444444,-13.138776,-71.631304,2018,,2019,Central Andes
Danthonia secundiflora,WAY,3118,C,PE_WAY_C_1,Peru_2019,plant_height_cm,31.5,-13.180406,-71.589709,,,2019,Central Andes
Danthonia secundiflora,WAY,3118,C,PE_WAY_C_1,Peru_2019,wet_mass_g,0.069,-13.180406,-71.589709,,,2019,Central Andes
Danthonia secundiflora,WAY,3118,C,PE_WAY_C_1,Peru_2019,dry_mass_g,0.022,-13.180406,-71.589709,,,2019,Central Andes
Danthonia secundiflora,WAY,3118,C,PE_WAY_C_1,Peru_2019,leaf_area_cm2,1.7528,-13.180406,-71.589709,,,2019,Central Andes
Danthonia secundiflora,WAY,3118,C,PE_WAY_C_1,Peru_2019,sla_cm2_g,79.6727272727273,-13.180406,-71.589709,,,2019,Central Andes
Danthonia secundiflora,WAY,3118,C,PE_WAY_C_1,Peru_2019,ldmc,0.318840579710145,-13.180406,-71.589709,,,2019,Central Andes
Festuca dolichophylla,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,plant_height_cm,54,-13.138871,-71.631095,2018,,2019,Central Andes
Festuca dolichophylla,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,wet_mass_g,0.159,-13.138871,-71.631095,2018,,2019,Central Andes
Festuca dolichophylla,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,dry_mass_g,0.076,-13.138871,-71.631095,2018,,2019,Central Andes
Festuca dolichophylla,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,leaf_area_cm2,4.2464,-13.138871,-71.631095,2018,,2019,Central Andes
Festuca dolichophylla,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,sla_cm2_g,55.8736842105263,-13.138871,-71.631095,2018,,2019,Central Andes
Festuca dolichophylla,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,ldmc,0.477987421383648,-13.138871,-71.631095,2018,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3618.2,NB,PE_TRE_NB_1,Peru_2019,plant_height_cm,31,-13.138776,-71.631304,2018,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3618.2,NB,PE_TRE_NB_1,Peru_2019,wet_mass_g,0.267,-13.138776,-71.631304,2018,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3618.2,NB,PE_TRE_NB_1,Peru_2019,dry_mass_g,0.145,-13.138776,-71.631304,2018,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3618.2,NB,PE_TRE_NB_1,Peru_2019,leaf_area_cm2,11.0624,-13.138776,-71.631304,2018,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3618.2,NB,PE_TRE_NB_1,Peru_2019,sla_cm2_g,76.2924137931035,-13.138776,-71.631304,2018,,2019,Central Andes
Rhynchospora macrochaeta,TRE,3618.2,NB,PE_TRE_NB_1,Peru_2019,ldmc,0.543071161048689,-13.138776,-71.631304,2018,,2019,Central Andes
Vaccinium floribundum,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,plant_height_cm,6,-13.151583,-71.64071,2007,,2019,Central Andes
Vaccinium floribundum,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,wet_mass_g,0.0086,-13.151583,-71.64071,2007,,2019,Central Andes
Vaccinium floribundum,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,dry_mass_g,0.0042,-13.151583,-71.64071,2007,,2019,Central Andes
Vaccinium floribundum,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,leaf_area_cm2,0.30716,-13.151583,-71.64071,2007,,2019,Central Andes
Vaccinium floribundum,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,sla_cm2_g,73.1333333333333,-13.151583,-71.64071,2007,,2019,Central Andes
Vaccinium floribundum,PIL,3626.7,B,PE_PIL_B_5,Peru_2019,ldmc,0.488372093023256,-13.151583,-71.64071,2007,,2019,Central Andes
Carex boliviensis,WAY,3125,C,PE_WAY_C_5,Peru_2019,plant_height_cm,21.5,-13.18058,-71.589928,,,2019,Central Andes
Carex boliviensis,WAY,3125,C,PE_WAY_C_5,Peru_2019,wet_mass_g,0.045,-13.18058,-71.589928,,,2019,Central Andes
Carex boliviensis,WAY,3125,C,PE_WAY_C_5,Peru_2019,dry_mass_g,0.013,-13.18058,-71.589928,,,2019,Central Andes
Carex boliviensis,WAY,3125,C,PE_WAY_C_5,Peru_2019,leaf_area_cm2,2.5103,-13.18058,-71.589928,,,2019,Central Andes
Carex boliviensis,WAY,3125,C,PE_WAY_C_5,Peru_2019,sla_cm2_g,193.1,-13.18058,-71.589928,,,2019,Central Andes
Carex boliviensis,WAY,3125,C,PE_WAY_C_5,Peru_2019,ldmc,0.288888888888889,-13.18058,-71.589928,,,2019,Central Andes
Lachemilla jamesonii,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,plant_height_cm,2.5,-13.138871,-71.631095,2018,,2019,Central Andes
Lachemilla jamesonii,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,wet_mass_g,0.0394,-13.138871,-71.631095,2018,,2019,Central Andes
Lachemilla jamesonii,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,dry_mass_g,0.0178,-13.138871,-71.631095,2018,,2019,Central Andes
Lachemilla jamesonii,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,leaf_area_cm2,1.6727,-13.138871,-71.631095,2018,,2019,Central Andes
Lachemilla jamesonii,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,sla_cm2_g,93.9719101123596,-13.138871,-71.631095,2018,,2019,Central Andes
Lachemilla jamesonii,TRE,3621.3,NB,PE_TRE_NB_5,Peru_2019,ldmc,0.451776649746193,-13.138871,-71.631095,2018,,2019,Central Andes
Calamagrostis tarmensis,PIL,3687,B,PE_PIL_B_3,Peru_2019,plant_height_cm,60,-13.151582,-71.640513,2007,,2019,Central Andes
Calamagrostis tarmensis,PIL,3687,B,PE_PIL_B_3,Peru_2019,wet_mass_g,0.205,-13.151582,-71.640513,2007,,2019,Central Andes
Calamagrostis tarmensis,PIL,3687,B,PE_PIL_B_3,Peru_2019,dry_mass_g,0.117,-13.151582,-71.640513,2007,,2019,Central Andes
Calamagrostis tarmensis,PIL,3687,B,PE_PIL_B_3,Peru_2019,leaf_area_cm2,4.9803,-13.151582,-71.640513,2007,,2019,Central Andes
