site,taxon_std,taxon,year,date,plot,abundance,notes
PBM,Ranunculus inamoenus,Ranunculus inamoenus,2016,2016-07-23T00:00:00Z,2,1,NA
PBM,Ranunculus inamoenus,Ranunculus inamoenus,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Ranunculus inamoenus,Ranunculus inamoenus,2016,2016-07-23T00:00:00Z,4,0,NA
PBM,Ranunculus inamoenus,Ranunculus inamoenus,2016,2016-07-23T00:00:00Z,5,2,NA
PBM,Rumex sp.,Rumex sp.,2016,2016-07-23T00:00:00Z,1,0,NA
PBM,Rumex sp.,Rumex sp.,2016,2016-07-23T00:00:00Z,2,4,NA
PBM,Rumex sp.,Rumex sp.,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Rumex sp.,Rumex sp.,2016,2016-07-23T00:00:00Z,4,0,NA
PBM,Rumex sp.,Rumex sp.,2016,2016-07-23T00:00:00Z,5,0,NA
PBM,Senecio sp.,Senecio sp.,2016,2016-07-23T00:00:00Z,1,1,This species is likely Senecio crassulus
PBM,Senecio sp.,Senecio sp.,2016,2016-07-23T00:00:00Z,2,0,This species is likely Senecio crassulus
PBM,Senecio sp.,Senecio sp.,2016,2016-07-23T00:00:00Z,3,0,This species is likely Senecio crassulus
PBM,Senecio sp.,Senecio sp.,2016,2016-07-23T00:00:00Z,4,3,This species is likely Senecio crassulus
PBM,Senecio sp.,Senecio sp.,2016,2016-07-23T00:00:00Z,5,0,This species is likely Senecio crassulus
PBM,Valeriana occidentalis,Valeriana occidentalis,2016,2016-07-23T00:00:00Z,1,9,NA
PBM,Valeriana occidentalis,Valeriana occidentalis,2016,2016-07-23T00:00:00Z,2,0,NA
PBM,Valeriana occidentalis,Valeriana occidentalis,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Valeriana occidentalis,Valeriana occidentalis,2016,2016-07-23T00:00:00Z,4,0,NA
PBM,Valeriana occidentalis,Valeriana occidentalis,2016,2016-07-23T00:00:00Z,5,0,NA
PBM,Veratrum californicum,Veratrum californicum,2016,2016-07-23T00:00:00Z,1,19,NA
PBM,Veratrum californicum,Veratrum californicum,2016,2016-07-23T00:00:00Z,2,23,NA
PBM,Veratrum californicum,Veratrum californicum,2016,2016-07-23T00:00:00Z,3,5,NA
PBM,Veratrum californicum,Veratrum californicum,2016,2016-07-23T00:00:00Z,4,0,NA
PBM,Veratrum californicum,Veratrum californicum,2016,2016-07-23T00:00:00Z,5,4,NA
PBM,Viola sp.,Viola sp.,2016,2016-07-23T00:00:00Z,1,1,NA
PBM,Viola sp.,Viola sp.,2016,2016-07-23T00:00:00Z,2,0,NA
PBM,Viola sp.,Viola sp.,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Viola sp.,Viola sp.,2016,2016-07-23T00:00:00Z,4,10,NA
PBM,Viola sp.,Viola sp.,2016,2016-07-23T00:00:00Z,5,3,NA
Pfeiler,Bromus carinatus,Ceratochloa carinata,2016,2016-07-16T00:00:00Z,1,12,NA
Pfeiler,Bromus carinatus,Ceratochloa carinata,2016,2016-07-16T00:00:00Z,2,3,NA
Pfeiler,Bromus carinatus,Ceratochloa carinata,2016,2016-07-16T00:00:00Z,3,2,NA
Pfeiler,Bromus carinatus,Ceratochloa carinata,2016,2016-07-16T00:00:00Z,4,14,NA
Pfeiler,Bromus carinatus,Ceratochloa carinata,2016,2016-07-16T00:00:00Z,5,7,NA
Pfeiler,Castilleja septentrionalis,Castilleja sulphurea,2016,2016-07-16T00:00:00Z,1,0,NA
Pfeiler,Castilleja septentrionalis,Castilleja sulphurea,2016,2016-07-16T00:00:00Z,2,0,NA
Pfeiler,Castilleja septentrionalis,Castilleja sulphurea,2016,2016-07-16T00:00:00Z,3,0,NA
Pfeiler,Castilleja septentrionalis,Castilleja sulphurea,2016,2016-07-16T00:00:00Z,4,0,NA
Pfeiler,Castilleja septentrionalis,Castilleja sulphurea,2016,2016-07-16T00:00:00Z,5,1,NA
Pfeiler,Delphinium barbeyi,Delphinium barbeyi,2016,2016-07-16T00:00:00Z,1,0,NA
Pfeiler,Delphinium barbeyi,Delphinium barbeyi,2016,2016-07-16T00:00:00Z,2,0,NA
Pfeiler,Delphinium barbeyi,Delphinium barbeyi,2016,2016-07-16T00:00:00Z,3,3,NA
Pfeiler,Delphinium barbeyi,Delphinium barbeyi,2016,2016-07-16T00:00:00Z,4,0,NA
Pfeiler,Delphinium barbeyi,Delphinium barbeyi,2016,2016-07-16T00:00:00Z,5,0,NA
Pfeiler,Erigeron speciosus,Erigeron speciosus,2016,2016-07-16T00:00:00Z,1,5,NA
Pfeiler,Erigeron speciosus,Erigeron speciosus,2016,2016-07-16T00:00:00Z,2,3,NA
Pfeiler,Erigeron speciosus,Erigeron speciosus,2016,2016-07-16T00:00:00Z,3,0,NA
Pfeiler,Erigeron speciosus,Erigeron speciosus,2016,2016-07-16T00:00:00Z,4,4,NA
Pfeiler,Erigeron speciosus,Erigeron speciosus,2016,2016-07-16T00:00:00Z,5,0,NA
Pfeiler,Erythronium grandiflorum,Erythronium gradiflorum,2016,2016-07-16T00:00:00Z,1,1,NA
Pfeiler,Erythronium grandiflorum,Erythronium gradiflorum,2016,2016-07-16T00:00:00Z,2,1,NA
Pfeiler,Erythronium grandiflorum,Erythronium gradiflorum,2016,2016-07-16T00:00:00Z,3,1,NA
Pfeiler,Erythronium grandiflorum,Erythronium gradiflorum,2016,2016-07-16T00:00:00Z,4,1,NA
Pfeiler,Erythronium grandiflorum,Erythronium gradiflorum,2016,2016-07-16T00:00:00Z,5,0,NA
Pfeiler,Festuca idahoensis,Festuca idahoensis,2016,2016-07-16T00:00:00Z,1,0,NA
Pfeiler,Festuca idahoensis,Festuca idahoensis,2016,2016-07-16T00:00:00Z,2,0,NA
Pfeiler,Festuca idahoensis,Festuca idahoensis,2016,2016-07-16T00:00:00Z,3,0,NA
Pfeiler,Festuca idahoensis,Festuca idahoensis,2016,2016-07-16T00:00:00Z,4,0,NA
Pfeiler,Festuca idahoensis,Festuca idahoensis,2016,2016-07-16T00:00:00Z,5,2,NA
Pfeiler,Forb 3 - Unknown (tall aster multi flora),Forb 3 - Unknown (tall aster multi flora),2016,2016-07-16T00:00:00Z,1,0,NA
Pfeiler,Forb 3 - Unknown (tall aster multi flora),Forb 3 - Unknown (tall aster multi flora),2016,2016-07-16T00:00:00Z,2,0,NA
Pfeiler,Forb 3 - Unknown (tall aster multi flora),Forb 3 - Unknown (tall aster multi flora),2016,2016-07-16T00:00:00Z,3,0,NA
Pfeiler,Forb 3 - Unknown (tall aster multi flora),Forb 3 - Unknown (tall aster multi flora),2016,2016-07-16T00:00:00Z,4,0,NA
Pfeiler,Forb 3 - Unknown (tall aster multi flora),Forb 3 - Unknown (tall aster multi flora),2016,2016-07-16T00:00:00Z,5,1,NA
Pfeiler,Forb 5 - Unknown,Forb 5 - Unknown,2016,2016-07-16T00:00:00Z,1,1,NA
Pfeiler,Forb 5 - Unknown,Forb 5 - Unknown,2016,2016-07-16T00:00:00Z,2,0,NA
Pfeiler,Forb 5 - Unknown,Forb 5 - Unknown,2016,2016-07-16T00:00:00Z,3,0,NA
Pfeiler,Forb 5 - Unknown,Forb 5 - Unknown,2016,2016-07-16T00:00:00Z,4,0,NA
Pfeiler,Forb 5 - Unknown,Forb 5 - Unknown,2016,2016-07-16T00:00:00Z,5,0,NA
Pfeiler,Gentiana parryi,Gentiana parryi,2016,2016-07-16T00:00:00Z,1,1,NA
Pfeiler,Gentiana parryi,Gentiana parryi,2016,2016-07-16T00:00:00Z,2,0,NA
Pfeiler,Gentiana parryi,Gentiana parryi,2016,2016-07-16T00:00:00Z,3,0,NA
Pfeiler,Gentiana parryi,Gentiana parryi,2016,2016-07-16T00:00:00Z,4,0,NA
Pfeiler,Gentiana parryi,Gentiana parryi,2016,2016-07-16T00:00:00Z,5,0,NA
Pfeiler,Helianthella quinquenervis,Helianthella quinquenervis,2016,2016-07-16T00:00:00Z,1,8,NA
Pfeiler,Helianthella quinquenervis,Helianthella quinquenervis,2016,2016-07-16T00:00:00Z,2,15,NA
Pfeiler,Helianthella quinquenervis,Helianthella quinquenervis,2016,2016-07-16T00:00:00Z,3,0,NA
Pfeiler,Helianthella quinquenervis,Helianthella quinquenervis,2016,2016-07-16T00:00:00Z,4,7,NA
Pfeiler,Helianthella quinquenervis,Helianthella quinquenervis,2016,2016-07-16T00:00:00Z,5,1,NA
Pfeiler,Heliomeris multiflora,Heliomeris multiflora,2016,2016-07-16T00:00:00Z,1,17,NA
Pfeiler,Heliomeris multiflora,Heliomeris multiflora,2016,2016-07-16T00:00:00Z,2,6,NA
Pfeiler,Heliomeris multiflora,Heliomeris multiflora,2016,2016-07-16T00:00:00Z,3,1,NA
Pfeiler,Heliomeris multiflora,Heliomeris multiflora,2016,2016-07-16T00:00:00Z,4,8,NA
Pfeiler,Heliomeris multiflora,Heliomeris multiflora,2016,2016-07-16T00:00:00Z,5,2,NA
Pfeiler,Heracleum sphondylium,Heracleum sphondylium,2016,2016-07-16T00:00:00Z,1,0,NA
Pfeiler,Heracleum sphondylium,Heracleum sphondylium,2016,2016-07-16T00:00:00Z,2,1,NA
Pfeiler,Heracleum sphondylium,Heracleum sphondylium,2016,2016-07-16T00:00:00Z,3,1,NA
Pfeiler,Heracleum sphondylium,Heracleum sphondylium,2016,2016-07-16T00:00:00Z,4,0,NA
Pfeiler,Heracleum sphondylium,Heracleum sphondylium,2016,2016-07-16T00:00:00Z,5,2,NA
Pfeiler,Hydrophyllum fendleri,Hydrophyllum fendleri,2016,2016-07-16T00:00:00Z,1,0,NA
Pfeiler,Hydrophyllum fendleri,Hydrophyllum fendleri,2016,2016-07-16T00:00:00Z,2,0,NA
Pfeiler,Hydrophyllum fendleri,Hydrophyllum fendleri,2016,2016-07-16T00:00:00Z,3,10,NA
Pfeiler,Hydrophyllum fendleri,Hydrophyllum fendleri,2016,2016-07-16T00:00:00Z,4,0,NA
Pfeiler,Hydrophyllum fendleri,Hydrophyllum fendleri,2016,2016-07-16T00:00:00Z,5,4,NA
Pfeiler,Lathyrus lanszwertii,Lathyrus lanzwertii,2016,2016-07-16T00:00:00Z,1,21,NA
Pfeiler,Lathyrus lanszwertii,Lathyrus lanzwertii,2016,2016-07-16T00:00:00Z,2,18,NA
Pfeiler,Lathyrus lanszwertii,Lathyrus lanzwertii,2016,2016-07-16T00:00:00Z,3,0,NA
Pfeiler,Lathyrus lanszwertii,Lathyrus lanzwertii,2016,2016-07-16T00:00:00Z,4,10,NA
Pfeiler,Lathyrus lanszwertii,Lathyrus lanzwertii,2016,2016-07-16T00:00:00Z,5,0,NA
Pfeiler,Ligusticum porteri,Ligusticum porteri,2016,2016-07-16T00:00:00Z,1,1,NA
Pfeiler,Ligusticum porteri,Ligusticum porteri,2016,2016-07-16T00:00:00Z,2,6,NA
Pfeiler,Ligusticum porteri,Ligusticum porteri,2016,2016-07-16T00:00:00Z,3,0,NA
Pfeiler,Ligusticum porteri,Ligusticum porteri,2016,2016-07-16T00:00:00Z,4,1,NA
Pfeiler,Ligusticum porteri,Ligusticum porteri,2016,2016-07-16T00:00:00Z,5,1,NA
Pfeiler,Melica spectabilis,Bromelica spectabilis,2016,2016-07-16T00:00:00Z,1,5,NA
Pfeiler,Melica spectabilis,Bromelica spectabilis,2016,2016-07-16T00:00:00Z,2,0,NA
Pfeiler,Melica spectabilis,Bromelica spectabilis,2016,2016-07-16T00:00:00Z,3,0,NA
Pfeiler,Melica spectabilis,Bromelica spectabilis,2016,2016-07-16T00:00:00Z,4,11,NA
Pfeiler,Melica spectabilis,Bromelica spectabilis,2016,2016-07-16T00:00:00Z,5,1,NA
Pfeiler,Mertensia ciliata,Mertensia ciliata,2016,2016-07-16T00:00:00Z,1,0,NA
Pfeiler,Mertensia ciliata,Mertensia ciliata,2016,2016-07-16T00:00:00Z,2,0,NA
Pfeiler,Mertensia ciliata,Mertensia ciliata,2016,2016-07-16T00:00:00Z,3,14,NA
Pfeiler,Mertensia ciliata,Mertensia ciliata,2016,2016-07-16T00:00:00Z,4,1,NA
Pfeiler,Mertensia ciliata,Mertensia ciliata,2016,2016-07-16T00:00:00Z,5,0,NA
Pfeiler,Osmorhiza occidentalis,Ozmorhiza occidentalis,2016,2016-07-16T00:00:00Z,1,0,NA
Pfeiler,Osmorhiza occidentalis,Ozmorhiza occidentalis,2016,2016-07-16T00:00:00Z,2,2,NA
Pfeiler,Osmorhiza occidentalis,Ozmorhiza occidentalis,2016,2016-07-16T00:00:00Z,3,0,NA
Pfeiler,Osmorhiza occidentalis,Ozmorhiza occidentalis,2016,2016-07-16T00:00:00Z,4,0,NA
Pfeiler,Osmorhiza occidentalis,Ozmorhiza occidentalis,2016,2016-07-16T00:00:00Z,5,0,NA
Pfeiler,Poa glauca,Poa glauca,2016,2016-07-16T00:00:00Z,1,10,NA
Pfeiler,Poa glauca,Poa glauca,2016,2016-07-16T00:00:00Z,2,4,NA
Pfeiler,Poa glauca,Poa glauca,2016,2016-07-16T00:00:00Z,3,0,NA
Pfeiler,Poa glauca,Poa glauca,2016,2016-07-16T00:00:00Z,4,8,NA
Pfeiler,Poa glauca,Poa glauca,2016,2016-07-16T00:00:00Z,5,0,NA
Pfeiler,Potentilla gracilis,Potentilla gracilis,2016,2016-07-16T00:00:00Z,1,1,NA
Pfeiler,Potentilla gracilis,Potentilla gracilis,2016,2016-07-16T00:00:00Z,2,3,NA
Pfeiler,Potentilla gracilis,Potentilla gracilis,2016,2016-07-16T00:00:00Z,3,0,NA
Pfeiler,Potentilla gracilis,Potentilla gracilis,2016,2016-07-16T00:00:00Z,4,3,NA
Pfeiler,Potentilla gracilis,Potentilla gracilis,2016,2016-07-16T00:00:00Z,5,0,NA
Pfeiler,Ribes montigenum,Ribes montigenum,2016,2016-07-16T00:00:00Z,1,0,NA
Pfeiler,Ribes montigenum,Ribes montigenum,2016,2016-07-16T00:00:00Z,2,0,NA
Pfeiler,Ribes montigenum,Ribes montigenum,2016,2016-07-16T00:00:00Z,3,0,NA
Pfeiler,Ribes montigenum,Ribes montigenum,2016,2016-07-16T00:00:00Z,4,0,NA
Pfeiler,Ribes montigenum,Ribes montigenum,2016,2016-07-16T00:00:00Z,5,1,NA
Pfeiler,Senecio crassulus,Senecio crassulus,2016,2016-07-16T00:00:00Z,1,3,NA
Pfeiler,Senecio crassulus,Senecio crassulus,2016,2016-07-16T00:00:00Z,2,1,NA
Pfeiler,Senecio crassulus,Senecio crassulus,2016,2016-07-16T00:00:00Z,3,0,NA
Pfeiler,Senecio crassulus,Senecio crassulus,2016,2016-07-16T00:00:00Z,4,1,NA
Pfeiler,Senecio crassulus,Senecio crassulus,2016,2016-07-16T00:00:00Z,5,0,NA
Pfeiler,Senecio serra,Senecio serra,2016,2016-07-16T00:00:00Z,1,0,NA
Pfeiler,Senecio serra,Senecio serra,2016,2016-07-16T00:00:00Z,2,3,NA
Pfeiler,Senecio serra,Senecio serra,2016,2016-07-16T00:00:00Z,3,21,NA
Pfeiler,Senecio serra,Senecio serra,2016,2016-07-16T00:00:00Z,4,4,NA
Pfeiler,Senecio serra,Senecio serra,2016,2016-07-16T00:00:00Z,5,0,NA
Pfeiler,Thalictrum fendleri,Thalictrum fendleri,2016,2016-07-16T00:00:00Z,1,0,NA
Pfeiler,Thalictrum fendleri,Thalictrum fendleri,2016,2016-07-16T00:00:00Z,2,0,NA
Pfeiler,Thalictrum fendleri,Thalictrum fendleri,2016,2016-07-16T00:00:00Z,3,1,NA
Pfeiler,Thalictrum fendleri,Thalictrum fendleri,2016,2016-07-16T00:00:00Z,4,8,NA
Pfeiler,Thalictrum fendleri,Thalictrum fendleri,2016,2016-07-16T00:00:00Z,5,11,NA
Pfeiler,Veratrum californicum,Veratrum californicum,2016,2016-07-16T00:00:00Z,1,3,NA
Pfeiler,Veratrum californicum,Veratrum californicum,2016,2016-07-16T00:00:00Z,2,18,NA
Pfeiler,Veratrum californicum,Veratrum californicum,2016,2016-07-16T00:00:00Z,3,31,NA
Pfeiler,Veratrum californicum,Veratrum californicum,2016,2016-07-16T00:00:00Z,4,0,NA
Pfeiler,Veratrum californicum,Veratrum californicum,2016,2016-07-16T00:00:00Z,5,0,NA
Pfeiler,Vicia americana,Vicia americana,2016,2016-07-16T00:00:00Z,1,0,NA
Pfeiler,Vicia americana,Vicia americana,2016,2016-07-16T00:00:00Z,2,0,NA
Pfeiler,Vicia americana,Vicia americana,2016,2016-07-16T00:00:00Z,3,0,NA
Pfeiler,Vicia americana,Vicia americana,2016,2016-07-16T00:00:00Z,4,0,NA
Pfeiler,Vicia americana,Vicia americana,2016,2016-07-16T00:00:00Z,5,13,NA
Pfeiler,Viola praemorsa,Viola praemorsa,2016,2016-07-16T00:00:00Z,1,15,NA
Pfeiler,Viola praemorsa,Viola praemorsa,2016,2016-07-16T00:00:00Z,2,0,NA
Pfeiler,Viola praemorsa,Viola praemorsa,2016,2016-07-16T00:00:00Z,3,0,NA
Pfeiler,Viola praemorsa,Viola praemorsa,2016,2016-07-16T00:00:00Z,4,10,NA
Pfeiler,Viola praemorsa,Viola praemorsa,2016,2016-07-16T00:00:00Z,5,6,NA
Road,Achillea millefolium,Achillea millefolium,2016,2016-07-03T00:00:00Z,1,0,NA
Road,Achillea millefolium,Achillea millefolium,2016,2016-07-03T00:00:00Z,2,0,NA
Road,Achillea millefolium,Achillea millefolium,2016,2016-07-03T00:00:00Z,3,8,NA
Road,Achillea millefolium,Achillea millefolium,2016,2016-07-03T00:00:00Z,4,59,NA
Road,Achillea millefolium,Achillea millefolium,2016,2016-07-03T00:00:00Z,5,13,NA
Road,AF01 - Unknown,AF01 - Unknown,2016,2016-07-03T00:00:00Z,1,1,"Couldn't ID, will stay AF01"
Road,AF01 - Unknown,AF01 - Unknown,2016,2016-07-03T00:00:00Z,2,6,"Couldn't ID, will stay AF01"
Road,AF01 - Unknown,AF01 - Unknown,2016,2016-07-03T00:00:00Z,3,0,"Couldn't ID, will stay AF01"
Road,AF01 - Unknown,AF01 - Unknown,2016,2016-07-03T00:00:00Z,4,15,"Couldn't ID, will stay AF01"
Road,AF01 - Unknown,AF01 - Unknown,2016,2016-07-03T00:00:00Z,5,0,"Couldn't ID, will stay AF01"
Road,AF03 - Unknown,AF03 - Unknown,2016,2016-07-03T00:00:00Z,1,0,Couldn't ID
Road,AF03 - Unknown,AF03 - Unknown,2016,2016-07-03T00:00:00Z,2,0,Couldn't ID
Road,AF03 - Unknown,AF03 - Unknown,2016,2016-07-03T00:00:00Z,3,0,Couldn't ID
Road,AF03 - Unknown,AF03 - Unknown,2016,2016-07-03T00:00:00Z,4,0,Couldn't ID
Road,AF03 - Unknown,AF03 - Unknown,2016,2016-07-03T00:00:00Z,5,5,Couldn't ID
Road,AF04 - Unknown,AF04 - Unknown,2016,2016-07-03T00:00:00Z,1,0,"Couldn't ID, Same looking as of 7-13"
Road,AF04 - Unknown,AF04 - Unknown,2016,2016-07-03T00:00:00Z,2,0,"Couldn't ID, Same looking as of 7-13"
Road,AF04 - Unknown,AF04 - Unknown,2016,2016-07-03T00:00:00Z,3,0,"Couldn't ID, Same looking as of 7-13"
Road,AF04 - Unknown,AF04 - Unknown,2016,2016-07-03T00:00:00Z,4,0,"Couldn't ID, Same looking as of 7-13"
Road,AF04 - Unknown,AF04 - Unknown,2016,2016-07-03T00:00:00Z,5,1,"Couldn't ID, Same looking as of 7-13"
Road,AF05- Unknown,AF05- Unknown,2016,2016-07-03T00:00:00Z,1,0,Couldn't ID May have died off 7-13
Road,AF05- Unknown,AF05- Unknown,2016,2016-07-03T00:00:00Z,2,0,Couldn't ID May have died off 7-13
Road,AF05- Unknown,AF05- Unknown,2016,2016-07-03T00:00:00Z,3,0,Couldn't ID May have died off 7-13
Road,AF05- Unknown,AF05- Unknown,2016,2016-07-03T00:00:00Z,4,0,Couldn't ID May have died off 7-13
Road,AF05- Unknown,AF05- Unknown,2016,2016-07-03T00:00:00Z,5,1,Couldn't ID May have died off 7-13
Road,AF07 - Unknown,AF07 - Unknown,2016,2016-07-03T00:00:00Z,1,0,"Couldn't ID, Same looking 7-13"
Road,AF07 - Unknown,AF07 - Unknown,2016,2016-07-03T00:00:00Z,2,0,"Couldn't ID, Same looking 7-13"
Road,AF07 - Unknown,AF07 - Unknown,2016,2016-07-03T00:00:00Z,3,0,"Couldn't ID, Same looking 7-13"
Road,AF07 - Unknown,AF07 - Unknown,2016,2016-07-03T00:00:00Z,4,0,"Couldn't ID, Same looking 7-13"
Road,AF07 - Unknown,AF07 - Unknown,2016,2016-07-03T00:00:00Z,5,3,"Couldn't ID, Same looking 7-13"
Road,AF08 - Unknown,AF08 - Unknown,2016,2016-07-03T00:00:00Z,1,0,Couldn't ID
Road,AF08 - Unknown,AF08 - Unknown,2016,2016-07-03T00:00:00Z,2,2,Couldn't ID
Road,AF08 - Unknown,AF08 - Unknown,2016,2016-07-03T00:00:00Z,3,0,Couldn't ID
Road,AF08 - Unknown,AF08 - Unknown,2016,2016-07-03T00:00:00Z,4,0,Couldn't ID
Road,AF08 - Unknown,AF08 - Unknown,2016,2016-07-03T00:00:00Z,5,0,Couldn't ID
Road,Androsace septentrionalis,Androsace septentrionalis,2016,2016-07-03T00:00:00Z,1,20,NA
Road,Androsace septentrionalis,Androsace septentrionalis,2016,2016-07-03T00:00:00Z,2,7,NA
Road,Androsace septentrionalis,Androsace septentrionalis,2016,2016-07-03T00:00:00Z,3,2,NA
Road,Androsace septentrionalis,Androsace septentrionalis,2016,2016-07-03T00:00:00Z,4,0,NA
Road,Androsace septentrionalis,Androsace septentrionalis,2016,2016-07-03T00:00:00Z,5,0,NA
Road,Artemisia tridentata,Artemisia tridentata,2016,2016-07-03T00:00:00Z,1,2,NA
Road,Artemisia tridentata,Artemisia tridentata,2016,2016-07-03T00:00:00Z,2,0,NA
Road,Artemisia tridentata,Artemisia tridentata,2016,2016-07-03T00:00:00Z,3,3,NA
Road,Artemisia tridentata,Artemisia tridentata,2016,2016-07-03T00:00:00Z,4,0,NA
Road,Artemisia tridentata,Artemisia tridentata,2016,2016-07-03T00:00:00Z,5,0,NA
Road,Bromus carinatus,Ceratochloa carinata,2016,2016-07-03T00:00:00Z,1,1,NA
Road,Bromus carinatus,Ceratochloa carinata,2016,2016-07-03T00:00:00Z,2,20,NA
Road,Bromus carinatus,Ceratochloa carinata,2016,2016-07-03T00:00:00Z,3,25,NA
Road,Bromus carinatus,Ceratochloa carinata,2016,2016-07-03T00:00:00Z,4,0,NA
Road,Bromus carinatus,Ceratochloa carinata,2016,2016-07-03T00:00:00Z,5,22,NA
Road,Campanula rotundifolia,Campanula rotundifolia,2016,2016-07-03T00:00:00Z,1,7,Formerly Primrose2
Road,Campanula rotundifolia,Campanula rotundifolia,2016,2016-07-03T00:00:00Z,2,2,Formerly Primrose2
Road,Campanula rotundifolia,Campanula rotundifolia,2016,2016-07-03T00:00:00Z,3,0,Formerly Primrose2
Road,Campanula rotundifolia,Campanula rotundifolia,2016,2016-07-03T00:00:00Z,4,0,Formerly Primrose2
Road,Campanula rotundifolia,Campanula rotundifolia,2016,2016-07-03T00:00:00Z,5,0,Formerly Primrose2
Road,Carex egglestonii,Carex egglestonii,2016,2016-07-03T00:00:00Z,1,0,NA
Road,Carex egglestonii,Carex egglestonii,2016,2016-07-03T00:00:00Z,2,0,NA
Road,Carex egglestonii,Carex egglestonii,2016,2016-07-03T00:00:00Z,3,0,NA
Road,Carex egglestonii,Carex egglestonii,2016,2016-07-03T00:00:00Z,4,0,NA
Road,Carex egglestonii,Carex egglestonii,2016,2016-07-03T00:00:00Z,5,15,NA
Road,Carex siccata,Carex siccata,2016,2016-07-03T00:00:00Z,1,90,Carex siccata? Don't know.
Road,Carex siccata,Carex siccata,2016,2016-07-03T00:00:00Z,2,0,Carex siccata? Don't know.
Road,Carex siccata,Carex siccata,2016,2016-07-03T00:00:00Z,3,0,Carex siccata? Don't know.
Road,Carex siccata,Carex siccata,2016,2016-07-03T00:00:00Z,4,0,Carex siccata? Don't know.
Road,Carex siccata,Carex siccata,2016,2016-07-03T00:00:00Z,5,0,Carex siccata? Don't know.
Road,Chrysothamnus parryi,Chrysothamnus parryi,2016,2016-07-03T00:00:00Z,1,17,NA
Road,Chrysothamnus parryi,Chrysothamnus parryi,2016,2016-07-03T00:00:00Z,2,8,NA
Road,Chrysothamnus parryi,Chrysothamnus parryi,2016,2016-07-03T00:00:00Z,3,1,NA
Road,Chrysothamnus parryi,Chrysothamnus parryi,2016,2016-07-03T00:00:00Z,4,0,NA
Road,Chrysothamnus parryi,Chrysothamnus parryi,2016,2016-07-03T00:00:00Z,5,0,NA
Road,Cirsium sp.,Cirsium sp.,2016,2016-07-03T00:00:00Z,1,0,NA
Road,Cirsium sp.,Cirsium sp.,2016,2016-07-03T00:00:00Z,2,0,NA
Road,Cirsium sp.,Cirsium sp.,2016,2016-07-03T00:00:00Z,3,3,NA
Road,Cirsium sp.,Cirsium sp.,2016,2016-07-03T00:00:00Z,4,35,NA
Road,Cirsium sp.,Cirsium sp.,2016,2016-07-03T00:00:00Z,5,44,NA
Road,Collomia linearis,Collomia linearis,2016,2016-07-03T00:00:00Z,1,22,"On 7-13 , in plot 3, I saw 2 other small forbs that may have been counted as Collomia or are new growth. Only 1 of the white and 4 of the pink total with flowers.  I photographed them both."
Road,Collomia linearis,Collomia linearis,2016,2016-07-03T00:00:00Z,2,174,"On 7-13 , in plot 3, I saw 2 other small forbs that may have been counted as Collomia or are new growth. Only 1 of the white and 4 of the pink total with flowers.  I photographed them both."
Road,Collomia linearis,Collomia linearis,2016,2016-07-03T00:00:00Z,3,146,"On 7-13 , in plot 3, I saw 2 other small forbs that may have been counted as Collomia or are new growth. Only 1 of the white and 4 of the pink total with flowers.  I photographed them both."
Road,Collomia linearis,Collomia linearis,2016,2016-07-03T00:00:00Z,4,0,"On 7-13 , in plot 3, I saw 2 other small forbs that may have been counted as Collomia or are new growth. Only 1 of the white and 4 of the pink total with flowers.  I photographed them both."
Road,Collomia linearis,Collomia linearis,2016,2016-07-03T00:00:00Z,5,0,"On 7-13 , in plot 3, I saw 2 other small forbs that may have been counted as Collomia or are new growth. Only 1 of the white and 4 of the pink total with flowers.  I photographed them both."
Road,Deschampsia cespitosa,Deschampsia cespitosa,2016,2016-07-03T00:00:00Z,1,13,NA
Road,Deschampsia cespitosa,Deschampsia cespitosa,2016,2016-07-03T00:00:00Z,2,2,NA
Road,Deschampsia cespitosa,Deschampsia cespitosa,2016,2016-07-03T00:00:00Z,3,0,NA
Road,Deschampsia cespitosa,Deschampsia cespitosa,2016,2016-07-03T00:00:00Z,4,0,NA
Road,Deschampsia cespitosa,Deschampsia cespitosa,2016,2016-07-03T00:00:00Z,5,0,NA
Road,Epilobium ciliatum,Epilobium ciliatum,2016,2016-07-03T00:00:00Z,1,0,NA
Road,Epilobium ciliatum,Epilobium ciliatum,2016,2016-07-03T00:00:00Z,2,0,NA
Road,Epilobium ciliatum,Epilobium ciliatum,2016,2016-07-03T00:00:00Z,3,0,NA
Road,Epilobium ciliatum,Epilobium ciliatum,2016,2016-07-03T00:00:00Z,4,0,NA
Road,Epilobium ciliatum,Epilobium ciliatum,2016,2016-07-03T00:00:00Z,5,22,NA
Road,Erigeron coulteri,Erigeron coulteri,2016,2016-07-03T00:00:00Z,1,0,NA
Road,Erigeron coulteri,Erigeron coulteri,2016,2016-07-03T00:00:00Z,2,0,NA
Road,Erigeron coulteri,Erigeron coulteri,2016,2016-07-03T00:00:00Z,3,0,NA
Road,Erigeron coulteri,Erigeron coulteri,2016,2016-07-03T00:00:00Z,4,0,NA
Road,Erigeron coulteri,Erigeron coulteri,2016,2016-07-03T00:00:00Z,5,10,NA
